depth,SP,GR,LLD,LLS,DEN,AC,litholody
1485.6,15.844,103.55,2.123,2.005,2.383,116.348,shale
1485.7,15.777,102.975,2.153,2.032,2.369,116.97,shale
1485.8,15.734,103.209,2.167,2.045,2.349,117.079,shale
1485.9,15.718,104.562,2.157,2.034,2.328,117.238,shale
1486,15.736,106.803,2.121,1.998,2.312,117.666,shale
1486.1,15.793,109.3,2.069,1.947,2.304,118.604,shale
1486.2,15.897,111.425,2.018,1.897,2.302,119.77,shale
1486.3,16.052,112.798,1.984,1.863,2.306,120.428,shale
1486.4,16.256,113.265,1.973,1.853,2.31,120.31,shale
1486.5,16.492,112.996,1.984,1.866,2.312,119.208,shale
1486.6,16.737,112.375,2.01,1.894,2.311,117.47,shale
1486.7,16.967,111.861,2.044,1.93,2.307,116.43,shale
1486.8,17.164,111.772,2.08,1.965,2.301,116.908,shale
1486.9,17.317,112.304,2.112,1.996,2.292,118.272,shale
1487,17.421,113.365,2.142,2.021,2.278,119.193,shale
1487.1,17.469,114.622,2.17,2.042,2.253,119.309,shale
1487.2,17.458,115.601,2.196,2.059,2.219,118.688,shale
1487.3,17.389,115.946,2.21,2.065,2.175,117.6,shale
1487.4,17.277,115.539,2.19,2.046,2.132,115.458,shale
1487.5,17.145,114.6,2.118,1.982,2.09,111.905,shale
1487.6,17.023,113.513,1.995,1.869,2.056,108.74,shale
1487.7,16.939,112.535,1.848,1.731,2.031,108.33,shale
1487.8,16.908,111.67,1.708,1.601,2.018,111.264,shale
1487.9,16.934,110.861,1.599,1.503,2.019,115.402,shale
1488,17.004,110.147,1.535,1.446,2.029,118.24,shale
1488.1,17.095,109.728,1.521,1.429,2.044,118.74,shale
1488.2,17.17,109.834,1.557,1.453,2.06,117.806,shale
1488.3,17.199,110.473,1.634,1.515,2.073,116.793,shale
1488.4,17.165,111.267,1.732,1.601,2.083,114.979,shale
1488.5,17.08,111.712,1.822,1.683,2.095,111.815,shale
1488.6,16.977,111.581,1.876,1.737,2.113,108.386,shale
1488.7,16.9,110.919,1.886,1.753,2.139,106.835,shale
1488.8,16.875,110.03,1.864,1.74,2.176,108.107,shale
1488.9,16.902,109.263,1.841,1.723,2.218,110.509,shale
1489,16.961,108.755,1.84,1.721,2.259,112.101,shale
1489.1,17.029,108.345,1.875,1.747,2.295,112.466,shale
1489.2,17.096,107.819,1.945,1.805,2.321,111.989,shale
1489.3,17.163,107.182,2.041,1.886,2.338,110.793,shale
1489.4,17.234,106.705,2.145,1.977,2.348,109.024,shale
1489.5,17.309,106.788,2.236,2.058,2.351,107.174,shale
1489.6,17.377,107.636,2.288,2.107,2.351,106.08,shale
1489.7,17.429,109.017,2.283,2.108,2.349,105.626,shale
1489.8,17.454,110.397,2.226,2.065,2.346,105.058,shale
1489.9,17.454,111.219,2.139,1.995,2.343,104.647,shale
1490,17.44,111.219,2.043,1.915,2.339,105.294,shale
1490.1,17.427,110.633,1.954,1.836,2.333,106.702,shale
1490.2,17.428,110.039,1.886,1.769,2.324,107.906,shale
1490.3,17.452,110.006,1.845,1.722,2.314,108.767,shale
1490.4,17.502,110.72,1.827,1.699,2.304,109.032,shale
1490.5,17.575,111.935,1.823,1.694,2.296,108.677,shale
1490.6,17.664,113.212,1.819,1.697,2.294,108.004,shale
1490.7,17.759,114.182,1.799,1.691,2.296,107.589,shale
1490.8,17.85,114.795,1.755,1.663,2.304,108.327,shale
1490.9,17.935,115.219,1.693,1.615,2.317,110.397,shale
1491,18.026,115.548,1.631,1.557,2.331,113.127,shale
1491.1,18.149,115.574,1.585,1.51,2.344,115.752,shale
1491.2,18.333,114.997,1.564,1.484,2.353,117.68,shale
1491.3,18.597,113.753,1.57,1.484,2.356,118.265,shale
1491.4,18.94,112.079,1.596,1.506,2.353,117.229,shale
1491.5,19.345,110.449,1.626,1.536,2.346,114.857,shale
1491.6,19.787,109.323,1.646,1.56,2.338,112.14,shale
1491.7,20.248,108.791,1.644,1.566,2.331,110.702,shale
1491.8,20.734,108.558,1.627,1.559,2.329,111.977,shale
1491.9,21.275,108.112,1.609,1.552,2.328,115.465,shale
1492,21.92,106.84,1.607,1.56,2.328,118.597,shale
1492.1,22.714,104.28,1.637,1.595,2.322,119.232,shale
1492.2,23.691,100.322,1.711,1.664,2.308,117.382,shale
1492.3,24.862,95.226,1.84,1.778,2.284,114.653,shale
1492.4,26.234,89.593,2.033,1.946,2.252,111.802,shale
1492.5,27.808,84.224,2.298,2.179,2.217,108.46,shale
1492.6,29.592,79.698,2.642,2.485,2.184,104.878,shale
1492.7,31.584,76.24,3.061,2.861,2.16,102.417,shale
1492.8,33.774,73.83,3.541,3.291,2.143,102.398,shale
1492.9,36.124,72.229,4.061,3.753,2.132,104.743,shale
1493,38.564,71.119,4.602,4.219,2.127,108.258,shale
1493.1,41.004,70.381,5.148,4.66,2.124,111.988,shale
1493.2,43.352,70.158,5.666,5.035,2.123,115.722,shale
1493.3,45.533,70.532,6.088,5.295,2.122,119.026,sand
1493.4,47.507,71.406,6.326,5.402,2.123,121.118,sand
1493.5,49.257,72.527,6.32,5.346,2.127,121.363,sand
1493.6,50.785,73.578,6.092,5.152,2.132,120.072,sand
1493.7,52.109,74.282,5.745,4.888,2.138,118.443,sand
1493.8,53.257,74.466,5.402,4.635,2.144,117.352,sand
1493.9,54.268,74.097,5.147,4.45,2.148,117.053,sand
1494,55.182,73.339,5.01,4.355,2.15,117.18,sand
1494.1,56.042,72.399,4.979,4.341,2.151,117.28,sand
1494.2,56.881,71.484,5.014,4.375,2.148,116.876,sand
1494.3,57.718,70.846,5.048,4.406,2.144,115.638,sand
1494.4,58.569,70.869,5.004,4.376,2.14,113.962,sand
1494.5,59.446,71.905,4.821,4.238,2.137,112.446,sand
1494.6,60.35,74.118,4.499,3.983,2.139,111.79,sand
1494.7,61.256,77.557,4.096,3.651,2.147,111.952,sand
1494.8,62.11,82.029,3.695,3.309,2.159,112.401,sand
1494.9,62.842,87.013,3.359,3.014,2.173,112.9,sand
1495,63.39,91.82,3.118,2.796,2.187,113.365,sand
1495.1,63.733,95.825,2.969,2.654,2.198,113.914,sand
1495.2,63.901,98.668,2.897,2.577,2.203,114.39,sand
1495.3,63.966,100.32,2.88,2.55,2.204,114.547,sand
1495.4,64.011,100.853,2.896,2.556,2.201,114.269,sand
1495.5,64.091,100.447,2.921,2.576,2.195,113.707,sand
1495.6,64.198,99.306,2.938,2.592,2.187,113.157,sand
1495.7,64.281,97.686,2.939,2.593,2.18,112.602,sand
1495.8,64.27,95.83,2.927,2.577,2.175,112.171,sand
1495.9,64.124,94.165,2.907,2.547,2.174,112.252,sand
1496,63.838,93.248,2.88,2.507,2.179,112.882,shale
1496.1,63.449,93.459,2.847,2.459,2.188,113.614,shale
1496.2,63,94.688,2.817,2.413,2.201,114.153,shale
1496.3,62.504,96.413,2.795,2.375,2.214,114.623,shale
1496.4,61.931,98.04,2.789,2.351,2.222,115.159,shale
1496.5,61.229,99.138,2.804,2.345,2.225,115.53,shale
1496.6,60.36,99.591,2.844,2.363,2.22,115.429,shale
1496.7,59.345,99.533,2.906,2.408,2.21,114.883,shale
1496.8,58.266,99.185,2.979,2.47,2.198,114.167,shale
1496.9,57.242,98.634,3.043,2.531,2.189,113.513,shale
1497,56.386,97.92,3.077,2.569,2.185,113.018,shale
1497.1,55.769,97.22,3.07,2.568,2.187,112.826,shale
1497.2,55.403,96.834,3.019,2.528,2.193,113.071,shale
1497.3,55.242,97.097,2.941,2.464,2.201,113.639,shale
1497.4,55.204,98.151,2.858,2.396,2.21,114.253,shale
1497.5,55.196,99.637,2.789,2.339,2.219,114.725,shale
1497.6,55.147,100.931,2.739,2.298,2.226,114.941,shale
1497.7,55.017,101.502,2.706,2.271,2.233,114.832,shale
1497.8,54.806,101.146,2.68,2.249,2.241,114.481,shale
1497.9,54.535,100.174,2.652,2.225,2.248,114.05,shale
1498,54.222,99.2,2.614,2.197,2.255,113.655,shale
1498.1,53.874,98.78,2.565,2.163,2.258,113.339,shale
1498.2,53.486,99.067,2.51,2.125,2.256,113.104,shale
1498.3,53.059,99.777,2.458,2.088,2.246,112.939,shale
1498.4,52.613,100.262,2.415,2.055,2.228,112.844,sand
1498.5,52.2,99.804,2.389,2.032,2.203,112.688,sand
1498.6,51.902,97.975,2.391,2.026,2.175,112.338,sand
1498.7,51.813,94.76,2.432,2.047,2.148,111.939,sand
1498.8,52.023,90.554,2.523,2.107,2.127,111.786,sand
1498.9,52.58,85.969,2.677,2.216,2.112,112.124,sand
1499,53.477,81.498,2.908,2.385,2.102,113.006,sand
1499.1,54.646,77.508,3.226,2.622,2.097,114.251,sand
1499.2,55.984,74.244,3.628,2.928,2.092,115.642,sand
1499.3,57.371,71.747,4.08,3.285,2.087,116.999,sand
1499.4,58.703,69.954,4.516,3.641,2.081,118.085,sand
1499.5,59.912,68.852,4.847,3.923,2.075,118.622,sand
1499.6,60.972,68.598,5.005,4.07,2.071,118.572,sand
1499.7,61.883,69.173,4.987,4.077,2.069,118.246,sand
1499.8,62.658,70.229,4.85,3.985,2.07,118.137,sand
1499.9,63.305,71.144,4.67,3.852,2.071,118.503,sand
1500,63.829,71.354,4.509,3.728,2.074,119.124,sand
1500.1,64.227,70.641,4.405,3.639,2.076,119.596,sand
1500.2,64.499,69.229,4.369,3.598,2.077,119.676,sand
1500.3,64.639,67.667,4.381,3.595,2.08,119.322,sand
1500.4,64.654,66.744,4.362,3.578,2.086,118.604,sand
1500.5,64.564,67.203,4.163,3.44,2.099,117.705,sand
1500.6,64.401,69.479,3.692,3.099,2.119,116.907,sand
1500.7,64.198,73.556,3.06,2.614,2.148,116.543,shale
1500.8,63.985,79.192,2.47,2.141,2.181,116.826,shale
1500.9,63.787,85.819,2.027,1.775,2.215,117.592,shale
1501,63.633,92.503,1.74,1.531,2.243,118.265,shale
1501.1,63.558,98.189,1.583,1.393,2.26,118.253,shale
1501.2,63.589,101.96,1.53,1.343,2.262,117.356,shale
1501.3,63.753,103.305,1.57,1.372,2.252,115.794,shale
1501.4,64.068,102.179,1.699,1.478,2.232,113.907,sand
1501.5,64.557,98.913,1.914,1.658,2.207,111.968,sand
1501.6,65.254,94.145,2.205,1.901,2.182,110.285,sand
1501.7,66.209,88.697,2.547,2.177,2.16,109.248,sand
1501.8,67.468,83.346,2.899,2.452,2.144,109.097,sand
1501.9,69.045,78.665,3.225,2.705,2.132,109.654,sand
1502,70.891,75.012,3.521,2.936,2.123,110.532,sand
1502.1,72.893,72.548,3.798,3.153,2.118,111.466,sand
1502.2,74.9,71.073,4.052,3.35,2.113,112.392,sand
1502.3,76.775,70.253,4.252,3.502,2.11,113.285,sand
1502.4,78.427,69.788,4.364,3.586,2.107,114.087,sand
1502.5,79.829,69.441,4.395,3.611,2.105,114.718,sand
1502.6,81.01,68.994,4.392,3.61,2.104,115.14,sand
1502.7,82.026,68.265,4.407,3.622,2.103,115.455,sand
1502.8,82.927,67.204,4.469,3.665,2.101,115.783,sand
1502.9,83.74,65.973,4.576,3.739,2.098,116.03,sand
1503,84.468,64.844,4.699,3.826,2.094,115.973,sand
1503.1,85.097,64.02,4.783,3.889,2.091,115.628,sand
1503.2,85.615,63.458,4.777,3.888,2.088,115.332,sand
1503.3,86.022,63.05,4.657,3.799,2.088,115.371,sand
1503.4,86.334,62.772,4.45,3.638,2.09,115.664,sand
1503.5,86.583,62.655,4.216,3.447,2.095,115.982,sand
1503.6,86.799,62.837,4.008,3.275,2.102,116.367,sand
1503.7,87.002,63.506,3.857,3.149,2.111,116.95,sand
1503.8,87.206,64.745,3.776,3.078,2.119,117.59,sand
1503.9,87.409,66.373,3.756,3.058,2.126,117.896,sand
1504,87.6,68.035,3.779,3.076,2.131,117.666,sand
1504.1,87.757,69.408,3.812,3.107,2.132,117.067,sand
1504.2,87.864,70.378,3.816,3.121,2.131,116.32,sand
1504.3,87.92,71.058,3.758,3.089,2.128,115.541,sand
1504.4,87.944,71.554,3.62,2.993,2.125,114.797,sand
1504.5,87.967,71.967,3.413,2.838,2.123,114.239,sand
1504.6,88.016,72.485,3.17,2.651,2.122,114.018,sand
1504.7,88.105,73.276,2.934,2.466,2.122,114.193,sand
1504.8,88.231,74.34,2.735,2.307,2.123,114.696,sand
1504.9,88.379,75.483,2.594,2.189,2.123,115.321,sand
1505,88.535,76.335,2.519,2.119,2.123,115.85,sand
1505.1,88.697,76.62,2.505,2.095,2.123,116.113,sand
1505.2,88.873,76.285,2.538,2.108,2.121,116.095,sand
1505.3,89.059,75.432,2.593,2.139,2.118,115.906,sand
1505.4,89.243,74.225,2.647,2.169,2.112,115.663,sand
1505.5,89.404,72.933,2.686,2.189,2.104,115.459,sand
1505.6,89.528,71.773,2.716,2.206,2.096,115.392,sand
1505.7,89.624,70.904,2.761,2.236,2.09,115.549,sand
1505.8,89.719,70.383,2.85,2.3,2.086,115.939,sand
1505.9,89.843,70.165,3.01,2.417,2.084,116.523,sand
1506,90.012,70.105,3.25,2.592,2.083,117.245,sand
1506.1,90.207,70.048,3.548,2.811,2.083,118.051,sand
1506.2,90.396,69.846,3.836,3.025,2.083,118.807,sand
1506.3,90.549,69.409,4.014,3.161,2.083,119.336,sand
1506.4,90.663,68.812,4.013,3.166,2.085,119.575,sand
1506.5,90.759,68.185,3.854,3.048,2.088,119.595,sand
1506.6,90.866,67.582,3.629,2.877,2.092,119.495,sand
1506.7,90.997,66.987,3.426,2.722,2.097,119.313,sand
1506.8,91.139,66.358,3.292,2.62,2.102,119.104,sand
1506.9,91.263,65.788,3.231,2.579,2.108,118.937,sand
1507,91.343,65.481,3.234,2.589,2.114,118.797,sand
1507.1,91.37,65.606,3.284,2.638,2.12,118.548,sand
1507.2,91.357,66.216,3.361,2.71,2.126,118.079,sand
1507.3,91.322,67.313,3.437,2.78,2.13,117.449,sand
1507.4,91.277,68.882,3.472,2.818,2.13,116.787,sand
1507.5,91.229,70.885,3.433,2.796,2.125,116.095,sand
1507.6,91.187,73.142,3.317,2.709,2.116,115.269,sand
1507.7,91.177,75.351,3.159,2.584,2.105,114.339,sand
1507.8,91.233,77.094,3.01,2.46,2.096,113.571,sand
1507.9,91.378,78,2.913,2.373,2.091,113.275,sand
1508,91.603,77.956,2.897,2.347,2.089,113.574,sand
1508.1,91.865,77.071,2.969,2.388,2.09,114.37,sand
1508.2,92.102,75.571,3.119,2.491,2.093,115.485,sand
1508.3,92.268,73.776,3.316,2.634,2.096,116.739,sand
1508.4,92.354,71.987,3.508,2.781,2.1,117.882,sand
1508.5,92.396,70.388,3.638,2.892,2.104,118.629,sand
1508.6,92.448,69.006,3.676,2.938,2.109,118.826,sand
1508.7,92.556,67.832,3.636,2.925,2.116,118.617,sand
1508.8,92.726,66.952,3.561,2.88,2.123,118.289,sand
1508.9,92.925,66.509,3.49,2.835,2.129,117.986,sand
1509,93.099,66.747,3.441,2.808,2.131,117.666,sand
1509.1,93.206,67.712,3.409,2.799,2.127,117.176,sand
1509.2,93.229,69.235,3.376,2.796,2.118,116.421,sand
1509.3,93.187,71.041,3.328,2.782,2.107,115.463,sand
1509.4,93.123,72.846,3.26,2.748,2.097,114.535,sand
1509.5,93.083,74.507,3.178,2.692,2.088,113.897,sand
1509.6,93.087,75.967,3.098,2.623,2.083,113.688,sand
1509.7,93.128,77.174,3.035,2.558,2.079,113.961,sand
1509.8,93.179,77.949,3,2.513,2.077,114.61,sand
1509.9,93.217,78.004,3.005,2.501,2.076,115.356,sand
1510,93.23,77.228,3.055,2.532,2.077,115.862,sand
1510.1,93.217,75.661,3.153,2.608,2.079,115.987,sand
1510.2,93.188,73.594,3.298,2.73,2.084,115.92,sand
1510.3,93.152,71.495,3.488,2.894,2.091,115.92,sand
1510.4,93.111,69.695,3.714,3.091,2.099,116.141,sand
1510.5,93.055,68.288,3.962,3.31,2.106,116.604,sand
1510.6,92.972,67.263,4.22,3.536,2.111,117.233,sand
1510.7,92.853,66.641,4.473,3.755,2.114,117.818,sand
1510.8,92.696,66.495,4.708,3.952,2.114,118.031,sand
1510.9,92.507,66.787,4.907,4.116,2.113,117.725,sand
1511,92.291,67.369,5.049,4.23,2.111,117.03,sand
1511.1,92.061,67.981,5.116,4.284,2.109,116.226,sand
1511.2,91.829,68.421,5.108,4.278,2.107,115.504,sand
1511.3,91.595,68.588,5.045,4.225,2.106,115.123,sand
1511.4,91.355,68.47,4.954,4.147,2.105,115.068,sand
1511.5,91.1,68.224,4.862,4.065,2.104,114.964,sand
1511.6,90.834,67.97,4.778,3.986,2.101,114.552,sand
1511.7,90.569,67.642,4.701,3.91,2.096,113.911,sand
1511.8,90.32,67.096,4.617,3.83,2.089,113.477,sand
1511.9,90.093,66.268,4.509,3.735,2.083,113.467,sand
1512,89.884,65.158,4.374,3.62,2.078,113.696,sand
1512.1,89.676,63.805,4.22,3.489,2.076,113.821,sand
1512.2,89.456,62.338,4.071,3.36,2.077,113.886,sand
1512.3,89.217,61.02,3.95,3.251,2.079,114.155,sand
1512.4,88.971,60.061,3.874,3.179,2.081,114.682,sand
1512.5,88.732,59.537,3.85,3.149,2.081,115.408,sand
1512.6,88.508,59.426,3.873,3.157,2.081,116.199,sand
1512.7,88.294,59.689,3.928,3.19,2.079,117.026,sand
1512.8,88.077,60.27,3.986,3.225,2.077,117.989,sand
1512.9,87.838,61.073,4.009,3.233,2.078,119.185,sand
1513,87.564,62.051,3.957,3.184,2.081,120.57,sand
1513.1,87.25,63.209,3.799,3.056,2.087,121.968,sand
1513.2,86.899,64.631,3.536,2.845,2.096,123.08,sand
1513.3,86.513,66.288,3.202,2.576,2.106,123.656,sand
1513.4,86.095,67.989,2.857,2.295,2.115,123.579,sand
1513.5,85.637,69.57,2.553,2.048,2.123,122.949,sand
1513.6,85.137,71.023,2.32,1.86,2.131,122.023,sand
1513.7,84.595,72.483,2.167,1.738,2.138,121.053,sand
1513.8,84.017,74.098,2.091,1.679,2.146,120.103,sand
1513.9,83.412,75.851,2.086,1.673,2.155,119.066,sand
1514,82.786,77.539,2.141,1.709,2.164,117.909,sand
1514.1,82.148,78.974,2.235,1.771,2.172,116.644,sand
1514.2,81.508,80.039,2.341,1.841,2.181,115.116,sand
1514.3,80.875,80.772,2.429,1.899,2.19,112.933,sand
1514.4,80.257,81.384,2.48,1.93,2.201,110.028,shale
1514.5,79.656,82.199,2.496,1.934,2.216,107.096,shale
1514.6,79.072,83.36,2.494,1.924,2.232,105.074,shale
1514.7,78.489,84.853,2.495,1.912,2.248,104.214,shale
1514.8,77.887,86.482,2.511,1.909,2.26,103.975,shale
1514.9,77.255,87.998,2.543,1.921,2.266,103.888,shale
1515,76.597,89.232,2.582,1.945,2.264,103.863,shale
1515.1,75.939,90.061,2.618,1.977,2.257,103.86,shale
1515.2,75.309,90.354,2.639,2.006,2.248,103.768,shale
1515.3,74.732,90.269,2.634,2.02,2.242,103.632,shale
1515.4,74.224,90.202,2.598,2.01,2.24,103.856,shale
1515.5,73.784,90.574,2.53,1.973,2.241,104.805,shale
1515.6,73.399,91.679,2.44,1.915,2.243,106.362,shale
1515.7,73.05,93.546,2.345,1.849,2.241,108.207,shale
1515.8,72.719,95.86,2.262,1.793,2.234,110.123,shale
1515.9,72.389,98.056,2.202,1.755,2.221,111.962,shale
1516,72.053,99.673,2.171,1.736,2.204,113.421,shale
1516.1,71.727,100.482,2.162,1.731,2.185,114.235,shale
1516.2,71.457,100.413,2.162,1.733,2.165,114.496,shale
1516.3,71.324,99.415,2.161,1.733,2.145,114.562,shale
1516.4,71.422,97.437,2.155,1.728,2.127,114.803,sand
1516.5,71.825,94.488,2.15,1.722,2.11,115.261,sand
1516.6,72.565,90.802,2.161,1.728,2.097,115.788,sand
1516.7,73.63,86.679,2.204,1.756,2.089,116.375,sand
1516.8,74.974,82.548,2.294,1.82,2.087,117.16,sand
1516.9,76.527,78.84,2.44,1.929,2.091,118.221,sand
1517,78.202,75.767,2.653,2.092,2.097,119.401,sand
1517.1,79.9,73.321,2.934,2.311,2.103,120.506,sand
1517.2,81.521,71.414,3.272,2.578,2.109,121.397,sand
1517.3,82.985,70.043,3.625,2.855,2.112,121.926,sand
1517.4,84.242,69.23,3.912,3.078,2.113,122.005,sand
1517.5,85.294,68.895,4.034,3.179,2.113,121.598,sand
1517.6,86.175,68.941,3.949,3.131,2.112,120.861,sand
1517.7,86.932,69.273,3.706,2.963,2.11,120.14,sand
1517.8,87.594,69.845,3.403,2.741,2.107,119.629,sand
1517.9,88.173,70.547,3.129,2.528,2.104,119.192,sand
1518,88.67,71.198,2.929,2.365,2.101,118.619,sand
1518.1,89.097,71.636,2.82,2.269,2.097,117.967,sand
1518.2,89.483,71.727,2.799,2.243,2.093,117.438,sand
1518.3,89.862,71.314,2.86,2.278,2.088,117.027,sand
1518.4,90.255,70.45,2.985,2.365,2.082,116.561,sand
1518.5,90.656,69.397,3.154,2.488,2.077,116.059,sand
1518.6,91.035,68.404,3.335,2.624,2.072,115.887,sand
1518.7,91.357,67.542,3.495,2.747,2.068,116.267,sand
1518.8,91.602,66.885,3.611,2.84,2.064,116.884,sand
1518.9,91.777,66.506,3.677,2.898,2.061,117.343,sand
1519,91.911,66.494,3.704,2.927,2.059,117.671,sand
1519.1,92.04,66.811,3.709,2.936,2.059,118.233,sand
1519.2,92.188,67.245,3.704,2.932,2.061,119.126,sand
1519.3,92.346,67.524,3.687,2.914,2.064,120.02,sand
1519.4,92.486,67.488,3.644,2.873,2.069,120.67,sand
1519.5,92.582,67.165,3.559,2.801,2.075,121.122,sand
1519.6,92.625,66.766,3.43,2.697,2.08,121.495,sand
1519.7,92.629,66.569,3.276,2.576,2.084,121.721,sand
1519.8,92.614,66.636,3.122,2.456,2.088,121.641,sand
1519.9,92.586,66.753,2.991,2.352,2.092,121.037,sand
1520,92.53,66.635,2.893,2.272,2.097,120.159,sand
1520.1,92.414,66.134,2.829,2.22,2.103,119.472,sand
1520.2,92.21,65.29,2.794,2.193,2.112,119.015,sand
1520.3,91.916,64.35,2.782,2.188,2.122,118.702,sand
1520.4,91.558,63.671,2.793,2.201,2.13,118.343,sand
1520.5,91.181,63.562,2.827,2.235,2.138,117.987,sand
1520.6,90.826,64.114,2.885,2.29,2.142,117.86,sand
1520.7,90.523,65.191,2.962,2.362,2.143,118.053,sand
1520.8,90.274,66.57,3.043,2.44,2.14,118.214,sand
1520.9,90.067,68.069,3.107,2.507,2.135,118.02,sand
1521,89.875,69.576,3.134,2.545,2.128,117.498,sand
1521.1,89.673,71.053,3.112,2.544,2.121,116.545,sand
1521.2,89.44,72.572,3.049,2.505,2.118,115.249,sand
1521.3,89.162,74.148,2.966,2.443,2.12,113.838,sand
1521.4,88.829,75.839,2.885,2.377,2.13,112.684,sand
1521.5,88.435,77.664,2.81,2.311,2.147,112.233,shale
1521.6,87.981,79.688,2.732,2.244,2.168,112.578,shale
1521.7,87.471,82.049,2.64,2.168,2.191,113.506,shale
1521.8,86.92,84.914,2.533,2.084,2.212,114.767,shale
1521.9,86.354,88.268,2.414,1.996,2.23,115.932,shale
1522,85.798,91.783,2.297,1.91,2.242,116.519,shale
1522.1,85.272,94.972,2.201,1.839,2.247,116.399,shale
1522.2,84.784,97.375,2.14,1.793,2.242,115.818,sand
1522.3,84.336,98.56,2.129,1.783,2.229,115.236,sand
1522.4,83.924,98.392,2.17,1.812,2.206,114.49,sand
1522.5,83.555,96.914,2.265,1.883,2.179,112.925,sand
1522.6,83.262,94.219,2.41,1.996,2.153,110.559,sand
1522.7,83.106,90.594,2.595,2.145,2.134,108.462,sand
1522.8,83.158,86.493,2.798,2.312,2.123,107.742,sand
1522.9,83.472,82.493,2.985,2.471,2.121,108.353,sand
1523,84.048,79.127,3.127,2.595,2.126,109.524,sand
1523.1,84.83,76.816,3.215,2.674,2.132,110.544,sand
1523.2,85.715,75.623,3.257,2.712,2.136,111.51,sand
1523.3,86.595,75.308,3.276,2.724,2.135,112.879,sand
1523.4,87.391,75.554,3.291,2.73,2.128,114.391,sand
1523.5,88.07,76.066,3.316,2.742,2.117,115.26,sand
1523.6,88.632,76.621,3.351,2.766,2.106,114.953,sand
1523.7,89.089,77.156,3.388,2.799,2.095,113.8,sand
1523.8,89.45,77.58,3.414,2.832,2.087,112.653,sand
1523.9,89.729,77.758,3.424,2.858,2.082,112.156,sand
1524,89.95,77.596,3.422,2.875,2.081,112.519,sand
1524.1,90.141,77.126,3.42,2.887,2.083,113.711,sand
1524.2,90.326,76.5,3.424,2.896,2.089,115.627,sand
1524.3,90.518,75.878,3.431,2.902,2.098,117.861,sand
1524.4,90.708,75.316,3.438,2.902,2.105,119.673,sand
1524.5,90.885,74.779,3.44,2.898,2.11,120.6,sand
1524.6,91.045,74.204,3.429,2.888,2.109,120.785,sand
1524.7,91.203,73.654,3.394,2.864,2.103,120.618,sand
1524.8,91.374,73.257,3.324,2.816,2.094,120.232,sand
1524.9,91.559,73.106,3.217,2.738,2.085,119.531,sand
1525,91.733,73.203,3.081,2.634,2.079,118.584,sand
1525.1,91.854,73.413,2.931,2.513,2.076,117.658,sand
1525.2,91.891,73.546,2.788,2.393,2.078,116.997,sand
1525.3,91.843,73.397,2.676,2.292,2.083,116.672,sand
1525.4,91.743,72.853,2.61,2.227,2.09,116.732,sand
1525.5,91.649,71.914,2.602,2.208,2.099,117.152,sand
1525.6,91.614,70.736,2.656,2.24,2.106,117.716,sand
1525.7,91.663,69.511,2.774,2.326,2.113,118.101,sand
1525.8,91.784,68.378,2.949,2.461,2.118,118.094,sand
1525.9,91.939,67.429,3.168,2.634,2.122,117.758,sand
1526,92.091,66.778,3.397,2.817,2.125,117.333,sand
1526.1,92.213,66.476,3.594,2.972,2.129,117.108,sand
1526.2,92.301,66.569,3.715,3.063,2.131,117.153,sand
1526.3,92.356,67.119,3.743,3.073,2.131,117.356,sand
1526.4,92.381,68.073,3.683,3.008,2.129,117.483,sand
1526.5,92.366,69.174,3.559,2.891,2.124,117.212,sand
1526.6,92.302,70.159,3.398,2.749,2.118,116.41,sand
1526.7,92.179,70.811,3.23,2.609,2.112,115.258,sand
1526.8,92.002,71.068,3.078,2.489,2.108,114.181,sand
1526.9,91.788,70.983,2.963,2.4,2.106,113.529,sand
1527,91.563,70.652,2.898,2.35,2.108,113.397,sand
1527.1,91.348,70.216,2.893,2.346,2.112,113.688,sand
1527.2,91.153,69.835,2.951,2.389,2.117,114.249,sand
1527.3,90.974,69.567,3.063,2.477,2.123,114.958,sand
1527.4,90.793,69.398,3.205,2.59,2.129,115.603,sand
1527.5,90.592,69.424,3.318,2.685,2.136,115.921,sand
1527.6,90.358,69.827,3.319,2.696,2.144,115.841,sand
1527.7,90.082,70.716,3.15,2.576,2.15,115.535,sand
1527.8,89.777,72.046,2.838,2.34,2.155,115.132,sand
1527.9,89.465,73.594,2.474,2.058,2.157,114.51,sand
1528,89.179,74.999,2.147,1.797,2.155,113.434,sand
1528.1,88.939,75.848,1.9,1.595,2.15,111.996,sand
1528.2,88.765,75.849,1.745,1.462,2.144,110.669,sand
1528.3,88.659,75.098,1.678,1.398,2.139,109.829,sand
1528.4,88.617,74.072,1.693,1.398,2.137,109.526,sand
1528.5,88.627,73.315,1.79,1.461,2.138,109.722,sand
1528.6,88.671,73.048,1.972,1.588,2.141,110.585,sand
1528.7,88.721,73.193,2.238,1.78,2.144,112.213,sand
1528.8,88.751,73.426,2.57,2.029,2.146,114.134,sand
1528.9,88.734,73.415,2.926,2.309,2.144,115.484,sand
1529,88.663,72.978,3.24,2.566,2.139,115.776,sand
1529.1,88.542,72.227,3.453,2.747,2.132,115.321,sand
1529.2,88.392,71.389,3.548,2.83,2.125,114.645,sand
1529.3,88.227,70.729,3.55,2.833,2.119,113.965,sand
1529.4,88.054,70.397,3.501,2.794,2.117,113.308,sand
