depth,SP,GR,LLD,LLS,DEN,AC,lithology
1094,11.31,85.493,3.201,1.972,2.23,129.063,shale
1094.1,11.203,85.619,3.171,1.958,2.236,129.325,shale
1094.2,11.113,85.866,3.134,1.939,2.24,130.03,shale
1094.3,11.048,86.07,3.099,1.921,2.241,130.928,shale
1094.4,11.025,86.107,3.076,1.909,2.239,131.675,shale
1094.5,11.061,85.893,3.072,1.905,2.237,132.046,shale
1094.6,11.158,85.405,3.088,1.911,2.237,132.066,shale
1094.7,11.304,84.713,3.123,1.926,2.24,131.834,shale
1094.8,11.472,84.118,3.174,1.947,2.243,131.431,shale
1094.9,11.641,83.904,3.233,1.972,2.245,131.061,shale
1095,11.797,84.085,3.296,1.998,2.244,130.918,shale
1095.1,11.931,84.418,3.36,2.024,2.241,131.093,shale
1095.2,12.042,84.608,3.421,2.049,2.236,131.589,shale
1095.3,12.131,84.574,3.481,2.073,2.231,132.379,shale
1095.4,12.205,84.546,3.534,2.093,2.227,133.273,shale
1095.5,12.274,84.785,3.575,2.105,2.225,134.013,shale
1095.6,12.359,85.368,3.593,2.107,2.222,134.302,shale
1095.7,12.472,86.097,3.581,2.094,2.219,133.834,shale
1095.8,12.61,86.725,3.536,2.066,2.217,132.296,shale
1095.9,12.739,87.076,3.465,2.026,2.216,129.649,shale
1096,12.8,87.114,3.379,1.979,2.216,126.475,shale
1096.1,12.736,87.05,3.291,1.932,2.217,123.829,shale
1096.2,12.521,87.146,3.211,1.888,2.218,122.646,shale
1096.3,12.176,87.565,3.143,1.852,2.22,123.081,shale
1096.4,11.762,88.298,3.089,1.825,2.222,124.74,shale
1096.5,11.351,89.295,3.05,1.81,2.227,127.227,shale
1096.6,11.002,90.507,3.031,1.807,2.232,130.16,shale
1096.7,10.739,91.839,3.034,1.818,2.238,132.761,shale
1096.8,10.555,93.112,3.06,1.841,2.243,134.128,shale
1096.9,10.429,94.075,3.107,1.873,2.247,133.866,shale
1097,10.345,94.521,3.161,1.906,2.251,132.452,shale
1097.1,10.293,94.479,3.203,1.929,2.254,130.891,shale
1097.2,10.261,94.18,3.214,1.933,2.257,129.935,shale
1097.3,10.23,93.917,3.182,1.912,2.259,129.853,shale
1097.4,10.178,93.98,3.112,1.872,2.258,130.694,shale
1097.5,10.099,94.573,3.025,1.822,2.256,132.442,shale
1097.6,10.002,95.632,2.942,1.774,2.252,134.784,shale
1097.7,9.909,96.909,2.876,1.734,2.248,137.195,shale
1097.8,9.839,98.222,2.831,1.706,2.245,139.115,shale
1097.9,9.801,99.344,2.798,1.684,2.243,140.265,shale
1098,9.791,100.035,2.766,1.662,2.245,140.825,shale
1098.1,9.793,100.024,2.723,1.636,2.247,141.114,shale
1098.2,9.797,99.284,2.668,1.604,2.245,141.371,shale
1098.3,9.799,98.104,2.606,1.567,2.24,141.751,shale
1098.4,9.802,96.963,2.548,1.533,2.232,142.294,shale
1098.5,9.804,96.293,2.506,1.508,2.226,142.908,shale
1098.6,9.795,96.257,2.483,1.494,2.223,143.489,shale
1098.7,9.762,96.646,2.477,1.49,2.225,144.012,shale
1098.8,9.705,97.024,2.481,1.492,2.228,144.47,shale
1098.9,9.634,96.983,2.486,1.495,2.23,144.797,shale
1099,9.566,96.593,2.481,1.492,2.228,144.982,shale
1099.1,9.53,96.225,2.464,1.481,2.222,145.155,shale
1099.2,9.547,96.255,2.436,1.464,2.214,145.627,shale
1099.3,9.628,96.701,2.406,1.445,2.206,146.589,shale
1099.4,9.764,97.33,2.381,1.428,2.201,147.868,shale
1099.5,9.936,97.967,2.369,1.416,2.199,149.087,shale
1099.6,10.127,98.425,2.37,1.412,2.2,150.011,shale
1099.7,10.333,98.493,2.385,1.415,2.202,150.706,shale
1099.8,10.562,98.164,2.411,1.423,2.204,151.277,shale
1099.9,10.832,97.47,2.446,1.436,2.208,151.69,shale
1100,11.147,96.432,2.489,1.455,2.211,151.634,shale
1100.1,11.49,95.116,2.542,1.48,2.216,150.839,shale
1100.2,11.819,93.739,2.604,1.511,2.221,149.341,shale
1100.3,12.096,92.404,2.676,1.547,2.225,147.397,shale
1100.4,12.303,91.123,2.752,1.585,2.228,145.392,shale
1100.5,12.452,89.877,2.821,1.62,2.229,143.648,shale
1100.6,12.572,88.731,2.873,1.646,2.229,142.508,shale
1100.7,12.685,87.915,2.899,1.66,2.228,142.089,shale
1100.8,12.795,87.707,2.901,1.663,2.228,142.231,shale
1100.9,12.891,88.045,2.887,1.658,2.229,142.548,shale
1101,12.967,88.586,2.87,1.652,2.23,142.599,shale
1101.1,13.025,89.005,2.862,1.65,2.23,142.22,shale
1101.2,13.086,89.128,2.871,1.657,2.228,141.353,shale
1101.3,13.175,89.037,2.9,1.673,2.226,139.902,shale
1101.4,13.304,89.151,2.948,1.7,2.225,137.788,shale
1101.5,13.465,89.864,3.011,1.733,2.226,135.151,shale
1101.6,13.631,91.227,3.083,1.772,2.23,132.368,shale
1101.7,13.775,92.957,3.163,1.814,2.234,129.884,shale
1101.8,13.888,94.621,3.245,1.856,2.24,128.058,shale
1101.9,13.982,95.844,3.326,1.898,2.246,127.023,shale
1102,14.081,96.479,3.403,1.937,2.252,126.777,shale
1102.1,14.211,96.584,3.471,1.973,2.256,127.195,shale
1102.2,14.374,96.287,3.529,2.004,2.258,128.043,shale
1102.3,14.557,95.57,3.577,2.03,2.255,129.066,shale
1102.4,14.736,94.37,3.62,2.053,2.248,129.843,shale
1102.5,14.892,92.796,3.662,2.074,2.24,129.826,shale
1102.6,15.021,91.174,3.707,2.096,2.232,128.658,shale
1102.7,15.134,89.728,3.762,2.122,2.228,126.439,shale
1102.8,15.241,88.513,3.824,2.152,2.229,123.74,shale
1102.9,15.342,87.442,3.892,2.184,2.234,121.196,shale
1103,15.424,86.339,3.957,2.215,2.239,119.179,shale
1103.1,15.465,85.079,4.009,2.243,2.24,117.971,shale
1103.2,15.446,83.868,4.043,2.263,2.236,117.851,shale
1103.3,15.365,83.063,4.056,2.274,2.229,118.798,shale
1103.4,15.239,82.89,4.049,2.275,2.223,120.276,shale
1103.5,15.088,83.307,4.027,2.268,2.219,121.617,shale
1103.6,14.934,83.985,3.997,2.254,2.217,122.532,shale
1103.7,14.786,84.579,3.963,2.239,2.215,123.114,shale
1103.8,14.653,85.024,3.929,2.222,2.213,123.396,shale
1103.9,14.54,85.471,3.894,2.207,2.21,123.143,shale
1104,14.455,85.86,3.859,2.192,2.209,122.288,shale
1104.1,14.405,86.029,3.823,2.179,2.213,121.124,shale
1104.2,14.388,85.961,3.789,2.166,2.221,120.07,shale
1104.3,14.385,85.83,3.756,2.155,2.231,119.242,shale
1104.4,14.363,85.863,3.73,2.148,2.24,118.383,shale
1104.5,14.293,86.246,3.717,2.148,2.247,117.342,shale
1104.6,14.173,86.893,3.721,2.156,2.251,116.322,shale
1104.7,14.028,87.427,3.743,2.172,2.254,115.643,shale
1104.8,13.901,87.498,3.778,2.192,2.255,115.447,shale
1104.9,13.821,87.023,3.815,2.211,2.253,115.625,shale
1105,13.786,86.134,3.839,2.221,2.248,115.816,shale
1105.1,13.758,85.151,3.841,2.218,2.24,115.736,shale
1105.2,13.691,84.395,3.817,2.2,2.231,115.501,shale
1105.3,13.556,83.909,3.777,2.173,2.224,115.554,shale
1105.4,13.358,83.538,3.735,2.146,2.22,116.171,shale
1105.5,13.124,83.196,3.706,2.127,2.221,117.145,shale
1105.6,12.891,83.014,3.699,2.122,2.225,118.056,shale
1105.7,12.683,83.109,3.714,2.132,2.23,118.778,shale
1105.8,12.512,83.447,3.748,2.154,2.233,119.542,shale
1105.9,12.383,83.883,3.792,2.185,2.235,120.299,shale
1106,12.306,84.338,3.836,2.218,2.235,120.626,shale
1106.1,12.288,84.937,3.87,2.244,2.236,120.235,shale
1106.2,12.329,85.762,3.887,2.259,2.239,119.304,shale
1106.3,12.403,86.661,3.886,2.262,2.245,118.234,shale
1106.4,12.474,87.331,3.872,2.255,2.252,117.156,shale
1106.5,12.516,87.573,3.858,2.245,2.257,116.094,shale
1106.6,12.537,87.423,3.859,2.242,2.26,115.308,shale
1106.7,12.584,87.103,3.885,2.25,2.259,115.058,shale
1106.8,12.736,86.886,3.932,2.266,2.254,115.319,shale
1106.9,13.069,86.923,3.969,2.271,2.247,115.907,shale
1107,13.611,86.942,3.945,2.237,2.24,116.679,shale
1107.1,14.321,86.378,3.818,2.147,2.233,117.477,shale
1107.2,15.086,84.844,3.595,2.011,2.227,118.096,shale
1107.3,15.756,82.691,3.325,1.862,2.218,118.486,shale
1107.4,16.199,80.858,3.077,1.733,2.207,119.094,shale
1107.5,16.343,80.306,2.9,1.643,2.194,120.444,shale
1107.6,16.19,81.374,2.816,1.603,2.181,122.353,shale
1107.7,15.808,83.625,2.826,1.611,2.174,124.152,shale
1107.8,15.289,86.091,2.915,1.662,2.173,125.356,shale
1107.9,14.723,87.843,3.052,1.746,2.181,126.093,shale
1108,14.178,88.485,3.195,1.844,2.194,126.628,shale
1108.1,13.695,88.267,3.302,1.934,2.21,126.841,shale
1108.2,13.291,87.721,3.352,1.994,2.224,126.425,shale
1108.3,12.97,87.346,3.352,2.02,2.237,125.356,shale
1108.4,12.721,87.338,3.319,2.016,2.245,124.03,shale
1108.5,12.525,87.655,3.268,1.99,2.251,122.983,shale
1108.6,12.362,88.163,3.196,1.949,2.256,122.719,shale
1108.7,12.212,88.683,3.103,1.894,2.258,123.344,shale
1108.8,12.067,89.067,2.996,1.831,2.256,124.607,shale
1108.9,11.922,89.153,2.889,1.769,2.249,126.26,shale
1109,11.777,88.914,2.798,1.714,2.237,128.119,shale
1109.1,11.631,88.433,2.729,1.671,2.223,129.947,shale
1109.2,11.487,87.802,2.683,1.64,2.208,131.345,shale
1109.3,11.357,87.127,2.653,1.618,2.196,131.783,shale
1109.4,11.261,86.476,2.632,1.601,2.186,131.195,shale
1109.5,11.222,85.836,2.616,1.588,2.178,130.144,shale
1109.6,11.259,85.26,2.609,1.578,2.171,129.313,shale
1109.7,11.372,84.816,2.617,1.577,2.162,129.001,shale
1109.8,11.55,84.645,2.651,1.588,2.149,129.022,shale
1109.9,11.772,84.801,2.72,1.616,2.132,129.133,shale
1110,12.017,85.153,2.828,1.663,2.115,129.424,shale
1110.1,12.271,85.341,2.97,1.731,2.107,129.2,shale
1110.2,12.527,85.106,3.135,1.811,2.111,126.637,shale
1110.3,12.781,84.561,3.299,1.892,2.127,120.834,shale
1110.4,13.017,84.143,3.43,1.956,2.147,112.8,shale
1110.5,13.215,84.331,3.5,1.986,2.176,104.835,shale
1110.6,13.352,85.348,3.493,1.972,2.214,98.806,shale
1110.7,13.413,87.052,3.409,1.916,2.251,95.596,shale
1110.8,13.4,89.014,3.271,1.832,2.268,96.378,shale
1110.9,13.328,90.53,3.109,1.739,2.251,102.083,shale
1111,13.227,90.886,2.951,1.651,2.201,111.752,shale
1111.1,13.126,89.767,2.82,1.582,2.131,122.287,shale
1111.2,13.048,87.485,2.729,1.538,2.054,130.917,shale
1111.3,12.997,84.871,2.682,1.521,1.987,136.38,shale
1111.4,12.969,82.888,2.678,1.527,1.938,138.074,shale
1111.5,12.953,82.259,2.702,1.551,1.916,136.149,shale
1111.6,12.946,83.1,2.736,1.58,1.922,131.757,shale
1111.7,12.951,84.9,2.76,1.603,1.955,127.122,shale
1111.8,12.98,86.628,2.76,1.611,2.004,123.719,shale
1111.9,13.047,87.331,2.737,1.604,2.054,121.606,shale
1112,13.16,86.684,2.704,1.588,2.094,121.08,shale
1112.1,13.307,85.075,2.682,1.571,2.118,122.752,shale
1112.2,13.468,83.258,2.682,1.562,2.128,126.522,shale
1112.3,13.617,81.892,2.709,1.563,2.129,130.851,shale
1112.4,13.738,81.223,2.754,1.572,2.127,134.015,shale
1112.5,13.814,81.065,2.802,1.582,2.125,135.343,shale
1112.6,13.838,81.072,2.836,1.589,2.122,135.367,shale
1112.7,13.807,80.958,2.848,1.589,2.117,134.992,shale
1112.8,13.732,80.728,2.839,1.582,2.109,134.906,shale
1112.9,13.624,80.618,2.822,1.574,2.097,135.186,shale
1113,13.499,80.749,2.813,1.571,2.083,134.971,shale
1113.1,13.376,81.052,2.824,1.578,2.073,133.259,shale
1113.2,13.273,81.402,2.857,1.597,2.069,129.935,shale
1113.3,13.193,81.638,2.905,1.625,2.073,126.317,shale
1113.4,13.118,81.721,2.954,1.655,2.086,123.605,shale
1113.5,13.02,81.75,2.986,1.678,2.103,122.049,shale
1113.6,12.886,81.872,2.986,1.685,2.121,121.743,shale
1113.7,12.724,82.218,2.945,1.672,2.133,122.906,shale
1113.8,12.556,82.803,2.864,1.638,2.136,125.403,shale
1113.9,12.407,83.443,2.757,1.59,2.127,127.988,shale
1114,12.287,83.992,2.641,1.535,2.113,129.371,shale
1114.1,12.191,84.349,2.531,1.482,2.099,129.493,shale
1114.2,12.101,84.346,2.442,1.438,2.094,129.58,shale
1114.3,12.006,83.878,2.383,1.408,2.095,130.653,shale
1114.4,11.913,83.122,2.359,1.396,2.094,132.055,shale
1114.5,11.841,82.487,2.371,1.402,2.087,132.502,shale
1114.6,11.814,82.36,2.415,1.424,2.076,131.548,shale
1114.7,11.842,82.908,2.482,1.46,2.07,129.641,shale
1114.8,11.914,84.051,2.56,1.503,2.076,127.054,shale
1114.9,12.007,85.51,2.634,1.545,2.096,123.792,shale
1115,12.107,86.911,2.693,1.582,2.127,120.51,shale
1115.1,12.214,87.934,2.733,1.609,2.162,118.343,shale
1115.2,12.34,88.584,2.757,1.627,2.195,118.062,shale
1115.3,12.505,89.073,2.772,1.637,2.218,119.258,shale
1115.4,12.725,89.61,2.786,1.641,2.228,120.657,shale
1115.5,13.001,90.258,2.802,1.642,2.226,121.621,shale
1115.6,13.329,90.912,2.821,1.641,2.209,122.585,shale
1115.7,13.694,91.356,2.845,1.639,2.182,124.027,shale
1115.8,14.084,91.481,2.876,1.642,2.149,125.822,shale
1115.9,14.494,91.264,2.919,1.651,2.119,127.704,shale
1116,14.92,90.847,2.979,1.67,2.098,129.619,shale
1116.1,15.356,90.594,3.064,1.704,2.089,131.519,shale
1116.2,15.797,90.74,3.174,1.751,2.091,133.038,shale
1116.3,16.249,91.066,3.31,1.81,2.104,133.27,shale
1116.4,16.721,91.192,3.465,1.879,2.125,131.858,shale
1116.5,17.217,90.778,3.629,1.95,2.149,129.315,shale
1116.6,17.723,89.723,3.789,2.018,2.169,126.327,shale
1116.7,18.216,88.267,3.936,2.077,2.182,123.521,shale
1116.8,18.659,86.935,4.059,2.125,2.186,121.507,shale
1116.9,19.023,86.153,4.153,2.163,2.183,120.838,shale
1117,19.3,86.026,4.217,2.19,2.177,121.406,shale
1117.1,19.508,86.432,4.257,2.211,2.172,122.638,shale
1117.2,19.676,87.083,4.282,2.23,2.17,123.713,shale
1117.3,19.833,87.718,4.301,2.248,2.171,124.083,shale
1117.4,20.002,88.188,4.323,2.27,2.176,123.681,shale
1117.5,20.187,88.331,4.354,2.296,2.181,122.714,shale
1117.6,20.384,88.062,4.396,2.328,2.185,121.757,shale
1117.7,20.58,87.445,4.45,2.364,2.188,121.285,shale
1117.8,20.755,86.655,4.517,2.405,2.188,121.372,shale
1117.9,20.896,85.908,4.594,2.447,2.187,121.75,shale
1118,21.007,85.357,4.681,2.491,2.184,122.19,shale
1118.1,21.109,85.006,4.782,2.536,2.182,122.58,shale
1118.2,21.244,84.662,4.905,2.582,2.18,122.707,shale
1118.3,21.453,84.107,5.06,2.633,2.18,122.419,shale
1118.4,21.755,83.293,5.26,2.691,2.179,121.986,shale
1118.5,22.13,82.273,5.509,2.76,2.177,122.149,shale
1118.6,22.525,81.144,5.793,2.838,2.171,123.419,shale
1118.7,22.87,79.866,6.075,2.917,2.163,125.482,shale
1118.8,23.087,78.344,6.294,2.985,2.152,127.733,shale
1118.9,23.12,76.737,6.379,3.027,2.141,129.734,shale
1119,22.935,75.506,6.284,3.029,2.131,130.802,shale
1119.1,22.521,75.236,6.011,2.987,2.124,130.036,shale
1119.2,21.899,76.327,5.615,2.909,2.121,127.192,shale
1119.3,21.12,78.626,5.168,2.807,2.122,123.449,shale
1119.4,20.245,81.476,4.727,2.693,2.127,120.895,shale
1119.5,19.335,84.091,4.323,2.572,2.134,120.62,shale
1119.6,18.432,85.934,3.966,2.449,2.143,122.034,shale
1119.7,17.561,86.962,3.658,2.327,2.149,124.206,shale
1119.8,16.739,87.567,3.394,2.208,2.153,126.878,shale
1119.9,15.975,88.27,3.17,2.095,2.155,129.857,shale
1120,15.283,89.2,2.983,1.993,2.156,132.262,shale
1120.1,14.674,90.024,2.833,1.907,2.16,132.917,shale
1120.2,14.156,90.296,2.721,1.84,2.167,132.23,shale
1120.3,13.727,89.795,2.651,1.796,2.176,131.819,shale
1120.4,13.368,88.64,2.623,1.776,2.187,132.124,shale
1120.5,13.068,87.274,2.638,1.779,2.198,132.112,shale
1120.6,12.827,86.078,2.695,1.805,2.208,130.672,shale
1120.7,12.648,85.295,2.787,1.852,2.215,128.041,shale
1120.8,12.535,84.989,2.907,1.913,2.221,125.366,shale
1120.9,12.489,85.088,3.048,1.985,2.224,123.472,shale
1121,12.506,85.454,3.198,2.061,2.225,122.228,shale
1121.1,12.576,85.999,3.344,2.131,2.225,121.694,shale
1121.2,12.684,86.695,3.468,2.186,2.225,122.236,shale
1121.3,12.808,87.542,3.552,2.216,2.226,123.367,shale
1121.4,12.925,88.43,3.583,2.216,2.228,124.109,shale
1121.5,13.016,89.308,3.56,2.188,2.23,123.743,shale
1121.6,13.07,90.1,3.498,2.141,2.23,122.263,shale
1121.7,13.076,90.845,3.413,2.084,2.229,120.187,shale
1121.8,13.025,91.736,3.322,2.025,2.226,118.149,shale
1121.9,12.904,92.997,3.228,1.968,2.223,116.818,shale
1122,12.706,94.654,3.125,1.911,2.219,116.81,shale
1122.1,12.443,96.548,3.007,1.851,2.214,118.214,shale
1122.2,12.144,98.497,2.869,1.784,2.208,120.907,shale
1122.3,11.853,100.38,2.722,1.713,2.2,124.849,shale
1122.4,11.615,102.121,2.581,1.642,2.192,129.712,shale
1122.5,11.462,103.754,2.463,1.582,2.186,134.573,shale
1122.6,11.395,105.184,2.378,1.536,2.184,138.307,shale
1122.7,11.387,106.274,2.332,1.509,2.186,140.337,shale
1122.8,11.405,107.037,2.32,1.501,2.191,141.011,shale
1122.9,11.427,107.566,2.336,1.508,2.199,141.162,shale
1123,11.447,107.976,2.371,1.525,2.207,141.089,shale
1123.1,11.463,108.368,2.417,1.548,2.212,140.537,shale
1123.2,11.472,108.697,2.467,1.575,2.215,139.445,shale
1123.3,11.483,108.701,2.522,1.604,2.215,137.869,shale
1123.4,11.504,108.106,2.585,1.638,2.215,135.893,shale
1123.5,11.552,106.85,2.659,1.678,2.216,133.579,shale
1123.6,11.637,105.158,2.747,1.726,2.22,130.8,shale
1123.7,11.771,103.298,2.846,1.778,2.225,127.56,shale
1123.8,11.949,101.4,2.947,1.83,2.23,124.235,shale
1123.9,12.154,99.414,3.04,1.876,2.234,121.469,shale
1124,12.357,97.317,3.116,1.912,2.234,119.758,shale
1124.1,12.541,95.222,3.174,1.937,2.232,119.342,shale
1124.2,12.706,93.269,3.222,1.955,2.227,120.073,shale
1124.3,12.865,91.563,3.267,1.971,2.22,121.471,shale
1124.4,13.027,90.223,3.314,1.987,2.212,122.972,shale
1124.5,13.186,89.392,3.357,2.003,2.206,124.106,shale
1124.6,13.32,89.253,3.375,2.009,2.203,124.722,shale
1124.7,13.407,89.856,3.344,1.993,2.204,124.965,shale
1124.8,13.44,91.255,3.252,1.946,2.205,124.889,shale
1124.9,13.434,93.341,3.105,1.871,2.205,124.655,shale
1125,13.42,95.523,2.931,1.781,2.203,125.126,shale
1125.1,13.424,97.068,2.763,1.691,2.199,127.415,shale
1125.2,13.45,97.583,2.628,1.616,2.194,131.763,shale
1125.3,13.472,97.029,2.54,1.566,2.191,136.796,shale
1125.4,13.459,95.617,2.506,1.544,2.19,140.578,shale
1125.5,13.388,93.665,2.527,1.552,2.194,142.159,shale
1125.6,13.264,91.495,2.599,1.589,2.205,142.004,shale
1125.7,13.108,89.377,2.718,1.652,2.219,141.019,shale
1125.8,12.946,87.515,2.873,1.737,2.233,138.883,shale
1125.9,12.802,85.996,3.044,1.832,2.244,134.339,shale
1126,12.695,84.852,3.208,1.925,2.251,126.986,shale
1126.1,12.644,84.193,3.335,1.999,2.253,118.425,shale
1126.2,12.66,84.003,3.408,2.043,2.252,111.43,shale
1126.3,12.747,83.982,3.429,2.056,2.25,107.883,shale
1126.4,12.901,83.898,3.415,2.045,2.246,108.12,shale
1126.5,13.101,83.79,3.39,2.025,2.242,110.857,shale
1126.6,13.319,83.812,3.374,2.005,2.236,114.29,shale
1126.7,13.537,84.102,3.375,1.993,2.23,117.214,shale
1126.8,13.755,84.673,3.393,1.989,2.225,119.053,shale
1126.9,13.985,85.294,3.42,1.991,2.22,119.721,shale
1127,14.24,85.629,3.449,1.997,2.215,119.596,shale
1127.1,14.528,85.473,3.479,2.006,2.209,119.591,shale
1127.2,14.847,84.869,3.516,2.022,2.203,120.457,shale
1127.3,15.185,84.144,3.57,2.048,2.197,122.199,shale
1127.4,15.528,83.657,3.649,2.088,2.191,123.82,shale
1127.5,15.871,83.583,3.755,2.143,2.187,124.208,shale
1127.6,16.23,83.927,3.877,2.207,2.186,123.431,shale
1127.7,16.631,84.532,3.997,2.27,2.187,122.308,shale
1127.8,17.1,85.138,4.091,2.319,2.189,121.209,shale
1127.9,17.651,85.491,4.143,2.344,2.194,119.892,shale
1128,18.285,85.362,4.152,2.343,2.199,118.179,shale
1128.1,18.982,84.629,4.127,2.322,2.204,116.356,shale
1128.2,19.691,83.336,4.083,2.287,2.207,114.762,shale
1128.3,20.348,81.712,4.028,2.246,2.205,113.697,shale
1128.4,20.881,80.038,3.969,2.204,2.199,113.538,shale
1128.5,21.231,78.683,3.909,2.164,2.189,114.422,shale
1128.6,21.352,77.99,3.853,2.131,2.177,116.103,shale
1128.7,21.229,78.091,3.804,2.108,2.167,117.977,shale
1128.8,20.884,79.035,3.763,2.098,2.159,119.585,shale
1128.9,20.379,80.787,3.733,2.102,2.155,120.787,shale
1129,19.817,83.022,3.707,2.117,2.157,121.837,shale
1129.1,19.323,85.271,3.676,2.135,2.163,123.071,shale
1129.2,19.022,87.046,3.63,2.143,2.173,124.651,shale
1129.3,19.006,87.96,3.566,2.131,2.185,126.514,shale
1129.4,19.281,87.887,3.488,2.096,2.196,128.181,shale
1129.5,19.751,87.073,3.41,2.045,2.203,129.051,shale
1129.6,20.253,86.035,3.347,1.993,2.205,128.725,shale
1129.7,20.606,85.253,3.313,1.954,2.204,127.1,shale
1129.8,20.676,85.084,3.313,1.935,2.2,124.442,shale
1129.9,20.43,85.68,3.336,1.936,2.199,121.432,shale
1130,19.927,86.911,3.362,1.949,2.202,118.876,shale
1130.1,19.275,88.583,3.365,1.961,2.21,117.165,shale
1130.2,18.57,90.51,3.327,1.958,2.22,116.214,shale
1130.3,17.864,92.553,3.242,1.935,2.23,115.944,shale
1130.4,17.164,94.795,3.126,1.892,2.237,116.65,shale
1130.5,16.471,97.457,3.005,1.84,2.241,118.575,shale
1130.6,15.802,100.697,2.902,1.793,2.24,121.354,shale
1130.7,15.204,104.224,2.836,1.763,2.237,124.31,shale
1130.8,14.73,107.329,2.818,1.756,2.231,127.185,shale
1130.9,14.409,109.154,2.854,1.777,2.226,129.857,shale
1131,14.225,109.07,2.94,1.823,2.221,131.571,shale
1131.1,14.129,107.058,3.061,1.884,2.218,131.529,shale
1131.2,14.07,103.771,3.188,1.944,2.217,129.837,shale
1131.3,14.015,100.219,3.283,1.985,2.216,127.556,shale
1131.4,13.96,97.329,3.316,1.993,2.214,125.69,shale
1131.5,13.913,95.528,3.282,1.967,2.211,124.547,shale
1131.6,13.877,94.719,3.207,1.922,2.207,124.028,shale
1131.7,13.843,94.569,3.131,1.876,2.204,124.172,shale
1131.8,13.8,94.773,3.084,1.845,2.204,125.066,shale
1131.9,13.746,95.101,3.086,1.84,2.205,126.37,shale
1132,13.696,95.398,3.139,1.863,2.21,127.552,shale
1132.1,13.671,95.49,3.236,1.911,2.216,128.108,shale
1132.2,13.686,95.169,3.357,1.973,2.222,127.628,shale
1132.3,13.73,94.296,3.47,2.033,2.228,126.051,shale
1132.4,13.781,92.926,3.536,2.07,2.233,123.935,shale
1132.5,13.822,91.356,3.527,2.068,2.239,122.09,shale
1132.6,13.853,90.059,3.437,2.024,2.245,121.092,shale
1132.7,13.892,89.372,3.288,1.949,2.251,121.269,shale
1132.8,13.956,89.384,3.117,1.861,2.254,122.785,shale
1132.9,14.05,89.979,2.957,1.778,2.253,125.679,shale
1133,14.152,90.763,2.828,1.711,2.246,129.581,shale
1133.1,14.229,91.201,2.738,1.664,2.237,133.656,shale
1133.2,14.259,90.879,2.682,1.635,2.227,137.011,shale
1133.3,14.243,89.752,2.652,1.62,2.221,139.278,shale
1133.4,14.202,88.185,2.639,1.616,2.218,140.554,shale
1133.5,14.161,86.824,2.638,1.619,2.217,141.056,shale
1133.6,14.135,86.175,2.652,1.63,2.215,141.132,shale
1133.7,14.128,86.29,2.684,1.652,2.21,140.834,shale
1133.8,14.143,86.825,2.738,1.686,2.202,139.811,shale
1133.9,14.186,87.321,2.814,1.731,2.193,137.897,shale
1134,14.262,87.473,2.902,1.781,2.186,135.4,shale
1134.1,14.367,87.318,2.987,1.828,2.182,132.757,shale
1134.2,14.484,87.063,3.056,1.865,2.177,130.332,shale
1134.3,14.584,86.706,3.099,1.887,2.158,128.134,shale
1134.4,14.641,86.097,3.116,1.896,2.119,125.997,shale
1134.5,14.652,85.174,3.117,1.895,2.06,124.048,shale
1134.6,14.631,83.975,3.112,1.892,1.995,122.35,shale
1134.7,14.601,82.691,3.111,1.892,1.939,121.104,shale
1134.8,14.578,81.652,3.12,1.9,1.903,120.752,shale
1134.9,14.559,81.025,3.143,1.916,1.888,121.466,shale
1135,14.533,80.759,3.176,1.94,1.89,122.531,shale
1135.1,14.489,80.588,3.214,1.967,1.9,122.694,shale
1135.2,14.431,80.301,3.248,1.992,1.913,121.293,shale
1135.3,14.374,79.979,3.267,2.01,1.927,118.614,shale
1135.4,14.335,79.827,3.265,2.016,1.944,115.642,shale
1135.5,14.318,79.958,3.242,2.009,1.965,113.137,shale
1135.6,14.31,80.288,3.204,1.992,1.989,111.572,shale
1135.7,14.292,80.725,3.161,1.971,2.012,111.439,shale
1135.8,14.252,81.319,3.122,1.951,2.036,112.806,shale
1135.9,14.189,82.132,3.095,1.935,2.065,115.097,shale
1136,14.113,83.063,3.079,1.927,2.091,117.247,shale
1136.1,14.035,83.945,3.075,1.924,2.107,118.446,shale
1136.2,13.963,84.594,3.077,1.927,2.107,118.584,shale
1136.3,13.895,84.837,3.085,1.934,2.104,118.032,shale
1136.4,13.833,84.537,3.097,1.945,2.105,117.288,shale
1136.5,13.782,83.873,3.111,1.959,2.113,116.707,shale
1136.6,13.749,83.273,3.124,1.974,2.127,116.353,shale
1136.7,13.735,82.974,3.127,1.984,2.141,115.899,shale
1136.8,13.726,82.904,3.115,1.985,2.149,115.2,shale
1136.9,13.698,82.835,3.085,1.974,2.149,114.625,shale
1137,13.63,82.661,3.04,1.952,2.14,114.626,shale
1137.1,13.514,82.51,2.986,1.922,2.128,115.227,shale
1137.2,13.365,82.517,2.932,1.889,2.116,116.213,shale
1137.3,13.214,82.775,2.883,1.859,2.109,117.522,shale
1137.4,13.087,83.309,2.841,1.831,2.107,119.221,shale
1137.5,12.994,83.946,2.803,1.807,2.11,121.242,shale
1137.6,12.924,84.302,2.768,1.785,2.117,123.204,shale
1137.7,12.863,84.094,2.734,1.764,2.125,124.959,shale
1137.8,12.798,83.394,2.705,1.746,2.133,126.545,shale
