depth,SP,GR,LLD,LLS,DEN,AC,lithology
1137.9,12.722,82.488,2.689,1.736,2.142,127.811,shale
1138,12.636,81.615,2.692,1.736,2.151,128.028,shale
1138.1,12.544,80.934,2.719,1.75,2.16,126.856,shale
1138.2,12.455,80.474,2.772,1.779,2.166,125.149,shale
1138.3,12.385,80.184,2.847,1.822,2.172,123.849,shale
1138.4,12.356,79.947,2.937,1.873,2.179,122.898,shale
1138.5,12.398,79.735,3.034,1.927,2.186,122.025,shale
1138.6,12.528,79.739,3.13,1.981,2.192,121.872,shale
1138.7,12.735,80.224,3.223,2.032,2.192,123.319,shale
1138.8,12.986,81.184,3.317,2.082,2.188,126.336,shale
1138.9,13.232,82.32,3.418,2.135,2.182,129.54,shale
1139,13.431,83.238,3.532,2.192,2.176,131.572,shale
1139.1,13.561,83.719,3.659,2.254,2.173,132.189,shale
1139.2,13.619,83.8,3.787,2.316,2.176,131.694,shale
1139.3,13.618,83.812,3.896,2.369,2.184,129.45,shale
1139.4,13.576,84.144,3.954,2.4,2.193,124.388,shale
1139.5,13.51,84.977,3.94,2.396,2.199,116.868,shale
1139.6,13.429,86.238,3.848,2.354,2.2,108.91,shale
1139.7,13.338,87.608,3.7,2.283,2.2,103.085,shale
1139.8,13.245,88.714,3.531,2.198,2.2,100.472,shale
1139.9,13.167,89.48,3.375,2.116,2.203,101.004,shale
1140,13.119,89.982,3.253,2.05,2.209,104.414,shale
1140.1,13.113,90.283,3.176,2.006,2.217,110.178,shale
1140.2,13.152,90.359,3.145,1.987,2.226,117.117,shale
1140.3,13.246,90.127,3.158,1.992,2.232,123.135,shale
1140.4,13.405,89.399,3.206,2.016,2.236,126.631,shale
1140.5,13.627,88.058,3.278,2.053,2.236,127.532,shale
1140.6,13.896,86.187,3.363,2.095,2.234,126.946,shale
1140.7,14.176,84.085,3.447,2.134,2.228,125.782,shale
1140.8,14.425,82.355,3.517,2.166,2.22,124.031,shale
1140.9,14.598,81.659,3.561,2.183,2.211,121.531,shale
1141,14.668,82.236,3.573,2.185,2.203,118.482,shale
1141.1,14.632,83.882,3.55,2.171,2.198,115.972,shale
1141.2,14.516,86.081,3.496,2.145,2.195,115.387,shale
1141.3,14.353,88.19,3.419,2.111,2.196,117.001,shale
1141.4,14.171,89.722,3.328,2.071,2.198,119.82,shale
1141.5,13.992,90.599,3.232,2.028,2.201,122.611,shale
1141.6,13.826,91.157,3.135,1.983,2.203,124.827,shale
1141.7,13.674,91.83,3.038,1.934,2.204,126.464,shale
1141.8,13.531,92.827,2.945,1.884,2.204,127.542,shale
1141.9,13.391,93.981,2.859,1.834,2.201,127.94,shale
1142,13.262,94.999,2.779,1.786,2.198,127.673,shale
1142.1,13.158,95.746,2.707,1.741,2.195,127.238,shale
1142.2,13.093,96.285,2.641,1.697,2.193,127.193,shale
1142.3,13.077,96.643,2.58,1.655,2.192,127.735,shale
1142.4,13.102,96.802,2.523,1.615,2.194,128.814,shale
1142.5,13.149,96.654,2.473,1.58,2.196,130.413,shale
1142.6,13.196,96,2.439,1.555,2.199,132.485,shale
1142.7,13.23,94.754,2.428,1.544,2.2,134.704,shale
1142.8,13.245,93.049,2.448,1.552,2.2,136.573,shale
1142.9,13.244,91.132,2.501,1.58,2.201,137.615,shale
1143,13.225,89.322,2.585,1.625,2.204,137.573,shale
1143.1,13.185,87.791,2.689,1.684,2.21,136.585,shale
1143.2,13.119,86.54,2.797,1.746,2.218,134.77,shale
1143.3,13.027,85.548,2.888,1.799,2.227,132.247,shale
1143.4,12.925,84.901,2.951,1.837,2.235,129.477,shale
1143.5,12.837,84.781,2.985,1.858,2.241,127.036,shale
1143.6,12.79,85.219,2.996,1.863,2.244,125.318,shale
1143.7,12.798,86.114,2.989,1.857,2.244,124.462,shale
1143.8,12.854,87.253,2.965,1.839,2.242,124.38,shale
1143.9,12.933,88.385,2.915,1.806,2.238,124.721,shale
1144,13.001,89.438,2.835,1.756,2.232,125.36,shale
1144.1,13.036,90.438,2.726,1.69,2.223,126.369,shale
1144.2,13.038,91.463,2.6,1.617,2.213,127.78,shale
1144.3,13.017,92.597,2.48,1.546,2.204,129.863,shale
1144.4,12.988,93.724,2.383,1.489,2.195,132.812,shale
1144.5,12.956,94.494,2.322,1.453,2.19,136.208,shale
1144.6,12.922,94.465,2.303,1.441,2.187,139.269,shale
1144.7,12.881,93.381,2.324,1.453,2.189,141.403,shale
1144.8,12.832,91.34,2.376,1.485,2.193,142.242,shale
1144.9,12.781,88.724,2.447,1.53,2.201,141.606,shale
1145,12.742,86.137,2.522,1.58,2.21,139.735,shale
1145.1,12.731,84.14,2.583,1.623,2.22,137.242,shale
1145.2,12.753,83.048,2.618,1.652,2.228,134.884,shale
1145.3,12.806,82.791,2.625,1.661,2.231,133.176,shale
1145.4,12.883,83.059,2.606,1.654,2.228,132.236,shale
1145.5,12.981,83.522,2.575,1.636,2.223,132.099,shale
1145.6,13.097,83.961,2.546,1.617,2.216,132.838,shale
1145.7,13.226,84.296,2.534,1.607,2.209,134.185,shale
1145.8,13.359,84.415,2.548,1.613,2.204,135.341,shale
1145.9,13.48,84.221,2.592,1.636,2.203,135.552,shale
1146,13.575,83.685,2.659,1.676,2.205,134.419,shale
1146.1,13.637,82.872,2.737,1.725,2.211,131.947,shale
1146.2,13.675,81.952,2.805,1.772,2.217,128.716,shale
1146.3,13.712,81.213,2.845,1.807,2.219,125.47,shale
1146.4,13.776,80.993,2.846,1.82,2.216,122.852,shale
1146.5,13.886,81.298,2.81,1.809,2.211,121.222,shale
1146.6,14.046,81.85,2.749,1.78,2.21,120.524,shale
1146.7,14.248,82.317,2.677,1.74,2.214,120.533,shale
1146.8,14.488,82.383,2.606,1.698,2.218,121.122,shale
1146.9,14.759,82.11,2.544,1.659,2.217,122.478,shale
1147,15.051,81.818,2.497,1.628,2.208,124.833,shale
1147.1,15.358,81.799,2.473,1.609,2.193,128.033,shale
1147.2,15.673,82.161,2.481,1.608,2.178,131.226,shale
1147.3,15.992,82.717,2.528,1.631,2.167,133.161,shale
1147.4,16.315,83.133,2.624,1.681,2.164,133.393,shale
1147.5,16.641,83.121,2.769,1.76,2.166,132.451,shale
1147.6,16.967,82.722,2.961,1.868,2.168,130.623,shale
1147.7,17.289,82.237,3.187,1.996,2.161,127.714,shale
1147.8,17.599,81.86,3.425,2.134,2.149,124.015,shale
1147.9,17.892,81.699,3.654,2.269,2.14,120.357,shale
1148,18.168,81.594,3.857,2.388,2.147,117.338,shale
1148.1,18.449,81.274,4.026,2.488,2.175,115.191,shale
1148.2,18.765,80.666,4.16,2.566,2.215,113.942,shale
1148.3,19.141,79.872,4.255,2.621,2.25,113.457,shale
1148.4,19.591,79.077,4.303,2.646,2.271,113.39,shale
1148.5,20.12,78.418,4.3,2.64,2.28,112.943,shale
1148.6,20.725,77.932,4.254,2.606,2.279,111.642,shale
1148.7,21.402,77.553,4.187,2.555,2.273,110.154,shale
1148.8,22.151,77.169,4.128,2.504,2.261,109.594,shale
1148.9,22.966,76.786,4.102,2.469,2.25,110.397,shale
1149,23.825,76.437,4.125,2.46,2.239,112.312,shale
1149.1,24.683,76.162,4.202,2.481,2.226,114.692,shale
1149.2,25.481,76.015,4.327,2.529,2.21,116.777,shale
1149.3,26.168,76.009,4.482,2.597,2.198,118.254,shale
1149.4,26.728,76.148,4.647,2.672,2.19,119.274,shale
1149.5,27.177,76.319,4.803,2.744,2.189,119.999,shale
1149.6,27.546,76.326,4.94,2.805,2.194,120.287,shale
1149.7,27.865,75.955,5.055,2.854,2.206,120.061,shale
1149.8,28.143,75.244,5.154,2.891,2.221,119.501,shale
1149.9,28.362,74.425,5.249,2.927,2.236,118.867,shale
1150,28.486,73.765,5.356,2.969,2.248,118.359,shale
1150.1,28.483,73.472,5.492,3.028,2.257,117.433,shale
1150.2,28.324,73.629,5.668,3.111,2.27,114.927,shale
1150.3,27.999,74.137,5.873,3.21,2.29,110.178,shale
1150.4,27.511,74.859,6.052,3.303,2.318,103.594,shale
1150.5,26.878,75.597,6.111,3.349,2.35,96.5,shale
1150.6,26.129,76.284,5.96,3.303,2.375,90.312,shale
1150.7,25.308,76.942,5.588,3.155,2.382,85.963,shale
1150.8,24.45,77.668,5.087,2.937,2.37,84.165,shale
1150.9,23.584,78.688,4.58,2.704,2.348,85.625,shale
1151,22.728,80.229,4.156,2.499,2.323,90.168,shale
1151.1,21.885,82.305,3.845,2.344,2.305,96.34,shale
1151.2,21.065,84.648,3.645,2.244,2.285,102.341,shale
1151.3,20.293,86.758,3.532,2.191,2.28,106.952,shale
1151.4,19.608,88.196,3.48,2.173,2.285,109.855,shale
1151.5,19.036,88.811,3.461,2.173,2.295,111.538,shale
1151.6,18.588,88.716,3.45,2.178,2.303,112.655,shale
1151.7,18.252,88.142,3.43,2.174,2.303,113.265,shale
1151.8,17.994,87.297,3.397,2.159,2.297,113.418,shale
1151.9,17.785,86.354,3.357,2.134,2.287,113.668,shale
1152,17.612,85.478,3.32,2.108,2.278,114.7,shale
1152.1,17.482,84.943,3.298,2.089,2.271,116.574,shale
1152.2,17.414,84.969,3.297,2.081,2.27,118.55,shale
1152.3,17.413,85.534,3.321,2.087,2.272,119.825,shale
1152.4,17.464,86.448,3.368,2.105,2.277,120.342,shale
1152.5,17.533,87.453,3.429,2.132,2.282,120.572,shale
1152.6,17.589,88.197,3.494,2.16,2.288,120.634,shale
1152.7,17.612,88.497,3.549,2.184,2.295,120.423,shale
1152.8,17.59,88.4,3.581,2.195,2.304,119.824,shale
1152.9,17.529,88.104,3.581,2.189,2.314,118.553,shale
1153,17.439,87.825,3.542,2.164,2.323,116.379,shale
1153.1,17.329,87.75,3.466,2.119,2.329,113.825,shale
1153.2,17.2,87.884,3.358,2.06,2.33,111.87,shale
1153.3,17.059,88.224,3.236,1.995,2.323,111.036,shale
1153.4,16.919,88.697,3.119,1.934,2.309,111.705,shale
1153.5,16.8,89.107,3.024,1.886,2.292,114.084,shale
1153.6,16.724,89.306,2.964,1.857,2.274,118.142,shale
1153.7,16.698,89.314,2.94,1.848,2.259,122.679,shale
1153.8,16.72,89.253,2.944,1.855,2.247,125.651,shale
1153.9,16.772,89.258,2.957,1.867,2.238,126.079,shale
1154,16.841,89.408,2.957,1.871,2.231,124.522,shale
1154.1,16.909,89.711,2.922,1.855,2.225,122.506,shale
1154.2,16.964,90.07,2.845,1.816,2.217,120.95,shale
1154.3,16.998,90.414,2.736,1.757,2.207,120.338,shale
1154.4,17.003,90.641,2.612,1.688,2.193,121.132,shale
1154.5,16.979,90.59,2.49,1.621,2.178,123.513,shale
1154.6,16.93,90.227,2.38,1.56,2.166,127.118,shale
1154.7,16.872,89.515,2.288,1.508,2.162,131.287,shale
1154.8,16.812,88.518,2.214,1.468,2.164,135.725,shale
1154.9,16.758,87.376,2.159,1.437,2.17,140,shale
1155,16.709,86.162,2.124,1.417,2.176,143.342,shale
1155.1,16.655,84.97,2.111,1.41,2.177,145.148,shale
1155.2,16.589,84.077,2.124,1.417,2.177,145.694,shale
1155.3,16.513,83.79,2.165,1.439,2.178,145.899,shale
1155.4,16.434,84.137,2.234,1.477,2.185,146.183,shale
1155.5,16.367,84.907,2.328,1.529,2.195,145.893,shale
1155.6,16.326,85.863,2.437,1.591,2.207,143.992,shale
1155.7,16.317,86.663,2.548,1.654,2.217,139.996,shale
1155.8,16.344,87.051,2.645,1.709,2.227,134.434,shale
1155.9,16.41,86.89,2.715,1.751,2.24,128.738,shale
1156,16.517,86.214,2.757,1.775,2.255,124.3,shale
1156.1,16.657,85.197,2.774,1.785,2.27,121.508,shale
1156.2,16.823,84.014,2.779,1.786,2.282,119.921,shale
1156.3,17.005,82.765,2.783,1.786,2.289,118.972,shale
1156.4,17.193,81.557,2.794,1.788,2.291,118.744,shale
1156.5,17.388,80.58,2.816,1.797,2.288,119.387,shale
1156.6,17.599,80.073,2.851,1.812,2.283,120.133,shale
1156.7,17.838,80.154,2.897,1.833,2.278,119.813,shale
1156.8,18.107,80.822,2.951,1.858,2.275,118.024,shale
1156.9,18.393,81.87,3.012,1.886,2.272,115.971,shale
1157,18.671,82.983,3.079,1.918,2.266,115.318,shale
1157.1,18.918,83.896,3.15,1.954,2.254,116.802,shale
1157.2,19.122,84.529,3.225,1.994,2.238,120.007,shale
1157.3,19.286,84.9,3.301,2.037,2.226,123.975,shale
1157.4,19.418,85.082,3.372,2.081,2.222,127.976,shale
1157.5,19.524,85.136,3.43,2.121,2.224,131.311,shale
1157.6,19.599,85.16,3.47,2.154,2.229,132.964,shale
1157.7,19.642,85.113,3.49,2.179,2.233,131.981,shale
1157.8,19.662,84.963,3.496,2.197,2.238,128.641,shale
1157.9,19.683,84.696,3.497,2.211,2.242,124.708,shale
1158,19.733,84.378,3.501,2.225,2.244,122.019,shale
1158.1,19.834,84.064,3.517,2.243,2.244,121.242,shale
1158.2,19.997,83.665,3.544,2.267,2.24,121.752,shale
1158.3,20.213,83.031,3.58,2.296,2.233,122.633,shale
1158.4,20.468,82.196,3.622,2.329,2.226,123.45,shale
1158.5,20.757,81.282,3.663,2.362,2.219,123.927,shale
1158.6,21.093,80.415,3.704,2.394,2.213,123.836,shale
1158.7,21.501,79.66,3.753,2.427,2.209,123.297,shale
1158.8,22.003,79.095,3.823,2.468,2.206,122.777,shale
1158.9,22.617,78.742,3.93,2.524,2.203,122.658,shale
1159,23.353,78.504,4.094,2.606,2.198,122.939,shale
1159.1,24.205,78.175,4.337,2.725,2.19,123.398,shale
1159.2,25.14,77.578,4.676,2.889,2.177,123.839,shale
1159.3,26.109,76.751,5.117,3.101,2.16,124.204,shale
1159.4,27.052,75.885,5.644,3.355,2.139,124.566,shale
1159.5,27.909,75.234,6.211,3.633,2.118,125.116,sand
1159.6,28.631,74.993,6.741,3.908,2.098,126.041,sand
1159.7,29.202,75.233,7.153,4.149,2.082,127.358,sand
1159.8,29.654,75.898,7.41,4.335,2.072,128.716,sand
1159.9,30.047,76.75,7.536,4.467,2.068,129.644,sand
1160,30.442,77.409,7.597,4.565,2.07,129.918,sand
1160.1,30.864,77.539,7.663,4.655,2.075,129.643,sand
1160.2,31.298,76.945,7.78,4.753,2.079,129.113,sand
1160.3,31.696,75.652,7.98,4.875,2.08,128.645,sand
1160.4,32.011,73.924,8.276,5.027,2.077,128.462,sand
1160.5,32.22,72.18,8.665,5.211,2.07,128.56,sand
1160.6,32.34,70.74,9.124,5.419,2.064,128.854,sand
1160.7,32.408,69.665,9.605,5.634,2.059,129.169,sand
1160.8,32.457,68.873,10.032,5.83,2.057,129.325,sand
1160.9,32.5,68.221,10.309,5.965,2.056,129.367,sand
1161,32.531,67.659,10.338,5.993,2.054,129.611,sand
1161.1,32.533,67.238,10.052,5.877,2.049,130.363,sand
1161.2,32.474,67.146,9.462,5.609,2.042,131.577,sand
1161.3,32.319,67.588,8.647,5.22,2.035,132.888,sand
1161.4,32.029,68.66,7.722,4.766,2.031,133.798,sand
1161.5,31.576,70.237,6.8,4.303,2.033,133.972,sand
1161.6,30.959,72.114,5.963,3.876,2.041,133.091,sand
1161.7,30.216,74.058,5.259,3.514,2.057,130.975,shale
1161.8,29.416,75.93,4.704,3.226,2.083,127.988,shale
1161.9,28.645,77.529,4.293,3.013,2.114,125.057,shale
1162,27.965,78.704,4.009,2.867,2.148,123.01,shale
1162.1,27.404,79.455,3.829,2.777,2.177,121.958,shale
1162.2,26.953,79.949,3.728,2.729,2.197,121.57,shale
1162.3,26.59,80.313,3.681,2.707,2.206,121.559,shale
1162.4,26.293,80.684,3.66,2.696,2.209,121.84,shale
1162.5,26.046,81.159,3.645,2.683,2.208,122.185,shale
1162.6,25.844,81.786,3.624,2.663,2.208,122.223,shale
1162.7,25.679,82.442,3.594,2.635,2.209,121.831,shale
1162.8,25.536,83.027,3.561,2.602,2.211,121.125,shale
1162.9,25.393,83.453,3.529,2.569,2.213,120.238,shale
1163,25.233,83.674,3.499,2.537,2.215,119.183,shale
1163.1,25.053,83.662,3.471,2.508,2.217,118.111,shale
1163.2,24.862,83.438,3.443,2.481,2.219,117.445,shale
1163.3,24.673,83.057,3.415,2.457,2.22,117.458,shale
1163.4,24.497,82.651,3.391,2.437,2.221,118.094,shale
1163.5,24.344,82.247,3.373,2.423,2.221,119.03,shale
1163.6,24.228,81.96,3.365,2.416,2.221,119.9,shale
1163.7,24.16,81.94,3.365,2.416,2.222,120.521,shale
1163.8,24.148,82.25,3.371,2.421,2.226,120.835,shale
1163.9,24.198,82.782,3.38,2.427,2.232,120.857,shale
1164,24.304,83.293,3.391,2.435,2.238,120.626,shale
1164.1,24.458,83.692,3.403,2.444,2.242,119.743,shale
1164.2,24.646,83.984,3.416,2.451,2.245,117.616,shale
1164.3,24.868,84.207,3.426,2.456,2.245,114.453,shale
1164.4,25.123,84.418,3.433,2.459,2.244,111.367,shale
1164.5,25.409,84.599,3.434,2.459,2.242,109.595,shale
1164.6,25.714,84.66,3.435,2.46,2.242,109.447,shale
1164.7,26.025,84.427,3.443,2.465,2.242,110.532,shale
1164.8,26.334,83.838,3.465,2.479,2.243,112.506,shale
1164.9,26.647,83.103,3.512,2.507,2.244,115.199,shale
1165,26.983,82.477,3.587,2.552,2.245,117.931,shale
1165.1,27.366,82.068,3.697,2.619,2.246,119.628,shale
1165.2,27.823,81.674,3.847,2.709,2.249,120.05,shale
1165.3,28.373,81,4.039,2.825,2.255,119.351,shale
1165.4,29.029,79.918,4.275,2.965,2.264,117.533,shale
1165.5,29.796,78.529,4.552,3.126,2.277,114.44,shale
1165.6,30.679,77.184,4.856,3.299,2.292,109.88,shale
1165.7,31.667,76.286,5.162,3.468,2.305,104.075,shale
1165.8,32.724,75.981,5.438,3.616,2.312,97.733,shale
1165.9,33.796,76.036,5.655,3.726,2.308,92.158,shale
1166,34.816,76.127,5.798,3.793,2.289,88.777,shale
1166.1,35.727,76.06,5.875,3.824,2.255,88.555,shale
1166.2,36.491,75.866,5.904,3.835,2.207,91.757,shale
1166.3,37.109,75.782,5.9,3.837,2.161,97.693,shale
1166.4,37.599,76.025,5.863,3.834,2.13,104.982,shale
1166.5,37.996,76.681,5.791,3.827,2.116,111.772,shale
1166.6,38.335,77.636,5.687,3.811,2.114,116.451,shale
1166.7,38.65,78.639,5.565,3.79,2.116,118.646,shale
1166.8,38.972,79.378,5.454,3.772,2.121,119.135,shale
1166.9,39.333,79.688,5.384,3.771,2.125,118.899,shale
1167,39.766,79.556,5.378,3.797,2.129,118.359,shale
1167.1,40.292,79.083,5.446,3.857,2.13,117.762,shale
1167.2,40.906,78.469,5.585,3.95,2.13,117.525,shale
1167.3,41.577,78.009,5.782,4.069,2.127,117.961,shale
1167.4,42.26,77.95,6.017,4.202,2.121,119.084,shale
1167.5,42.92,78.369,6.266,4.34,2.114,120.625,shale
1167.6,43.547,79.137,6.508,4.473,2.107,122.25,shale
1167.7,44.146,79.945,6.733,4.6,2.102,123.641,shale
1167.8,44.731,80.348,6.936,4.718,2.099,124.585,shale
1167.9,45.306,79.925,7.116,4.825,2.1,124.985,shale
1168,45.86,78.47,7.277,4.923,2.103,124.837,sand
1168.1,46.374,76.232,7.427,5.014,2.108,124.362,sand
1168.2,46.843,73.806,7.582,5.107,2.112,123.899,sand
1168.3,47.279,71.779,7.762,5.212,2.117,123.633,sand
1168.4,47.706,70.519,7.99,5.34,2.119,123.514,sand
1168.5,48.139,70.022,8.288,5.501,2.118,123.399,sand
1168.6,48.572,70.01,8.661,5.697,2.113,123.261,sand
1168.7,48.988,70.119,9.093,5.919,2.105,123.272,sand
1168.8,49.368,70.086,9.552,6.151,2.096,123.625,sand
1168.9,49.709,69.913,10.002,6.374,2.087,124.34,sand
1169,50.02,69.755,10.418,6.578,2.081,125.246,sand
1169.1,50.319,69.906,10.797,6.763,2.079,126.082,sand
1169.2,50.613,70.443,11.148,6.939,2.081,126.709,sand
1169.3,50.899,71.143,11.482,7.115,2.086,127.125,sand
1169.4,51.17,71.718,11.794,7.293,2.092,127.347,sand
1169.5,51.425,72.009,12.056,7.457,2.098,127.386,sand
1169.6,51.671,72.017,12.228,7.585,2.101,127.312,sand
1169.7,51.921,71.985,12.294,7.661,2.103,127.188,sand
1169.8,52.189,72.311,12.274,7.686,2.105,127.045,sand
1169.9,52.482,73.341,12.218,7.684,2.106,126.908,sand
1170,52.805,75.093,12.177,7.68,2.108,126.813,sand
1170.1,53.154,77.13,12.183,7.697,2.109,126.841,sand
1170.2,53.522,78.744,12.238,7.737,2.11,127.038,sand
1170.3,53.9,79.459,12.311,7.783,2.109,127.404,sand
1170.4,54.266,79.339,12.358,7.811,2.107,127.855,sand
1170.5,54.589,78.797,12.349,7.805,2.106,128.254,sand
1170.6,54.834,78.203,12.286,7.765,2.105,128.508,sand
1170.7,54.974,77.805,12.209,7.713,2.104,128.564,sand
1170.8,55.002,77.622,12.18,7.682,2.104,128.371,sand
1170.9,54.932,77.394,12.256,7.705,2.104,127.953,sand
1171,54.792,76.866,12.463,7.799,2.102,127.482,sand
1171.1,54.624,76.046,12.776,7.95,2.099,127.126,sand
1171.2,54.459,75.187,13.114,8.118,2.095,127.037,sand
1171.3,54.32,74.575,13.369,8.247,2.092,127.221,sand
1171.4,54.215,74.331,13.456,8.291,2.091,127.555,sand
1171.5,54.146,74.445,13.371,8.248,2.092,127.906,sand
1171.6,54.108,74.87,13.204,8.16,2.094,128.126,sand
1171.7,54.09,75.434,13.089,8.097,2.098,128.137,sand
1171.8,54.077,75.863,13.142,8.121,2.103,127.901,sand
1171.9,54.053,75.789,13.406,8.254,2.106,127.496,sand
1172,54.002,74.966,13.821,8.466,2.106,127.06,sand
1172.1,53.915,73.344,14.223,8.673,2.101,126.748,sand
1172.2,53.799,71.161,14.38,8.762,2.093,126.679,sand
1172.3,53.666,68.955,14.12,8.647,2.083,126.933,sand
1172.4,53.527,67.34,13.458,8.329,2.073,127.544,sand
1172.5,53.38,66.704,12.591,7.897,2.067,128.399,sand
1172.6,53.209,67.075,11.76,7.47,2.063,129.224,sand
1172.7,52.986,68.126,11.122,7.136,2.062,129.639,sand
1172.8,52.689,69.485,10.736,6.934,2.064,129.488,sand
1172.9,52.311,70.855,10.582,6.863,2.068,128.954,sand
1173,51.854,71.918,10.593,6.888,2.071,128.346,sand
1173.1,51.328,72.401,10.665,6.956,2.074,127.843,sand
1173.2,50.736,72.229,10.683,7.002,2.075,127.491,sand
1173.3,50.072,71.642,10.534,6.957,2.074,127.365,sand
1173.4,49.329,71.009,10.129,6.76,2.072,127.574,sand
1173.5,48.5,70.6,9.438,6.385,2.069,128.147,sand
1173.6,47.572,70.533,8.516,5.854,2.067,128.92,sand
1173.7,46.53,70.751,7.484,5.239,2.067,129.713,sand
1173.8,45.359,71.254,6.476,4.624,2.071,130.445,sand
1173.9,44.056,72.152,5.592,4.077,2.079,130.958,sand
1174,42.651,73.571,4.883,3.633,2.09,130.87,shale
1174.1,41.227,75.536,4.354,3.3,2.101,129.875,shale
1174.2,39.91,77.906,3.989,3.069,2.115,128.236,shale
1174.3,38.82,80.286,3.761,2.926,2.131,126.777,shale
1174.4,38.031,82.097,3.646,2.853,2.147,126.085,shale
1174.5,37.536,82.922,3.617,2.833,2.16,125.922,shale
1174.6,37.256,82.771,3.652,2.85,2.169,125.664,shale
1174.7,37.08,81.863,3.724,2.884,2.172,125.124,shale
1174.8,36.91,80.595,3.808,2.919,2.17,124.482,shale
1174.9,36.696,79.358,3.88,2.944,2.166,123.602,shale
1175,36.435,78.391,3.926,2.952,2.162,122.14,shale
1175.1,36.155,77.802,3.941,2.945,2.16,120.244,sand
1175.2,35.884,77.55,3.928,2.925,2.161,118.662,sand
1175.3,35.648,77.441,3.899,2.899,2.164,117.933,sand
1175.4,35.476,77.254,3.864,2.872,2.167,117.795,sand
1175.5,35.409,76.967,3.834,2.848,2.168,117.671,sand
1175.6,35.485,76.71,3.813,2.83,2.168,117.499,sand
1175.7,35.729,76.52,3.804,2.817,2.167,117.632,sand
1175.8,36.137,76.324,3.805,2.811,2.165,118.124,sand
1175.9,36.69,75.985,3.818,2.809,2.162,118.686,sand
1176,37.364,75.411,3.84,2.812,2.16,119.099,sand
1176.1,38.151,74.713,3.873,2.821,2.157,119.467,sand
1176.2,39.055,74.079,3.918,2.837,2.153,120.014,sand
1176.3,40.085,73.615,3.975,2.86,2.147,120.735,sand
1176.4,41.235,73.277,4.05,2.893,2.14,121.366,sand
1176.5,42.474,73.024,4.145,2.939,2.131,121.74,sand
1176.6,43.762,72.825,4.265,2.999,2.123,121.972,sand
1176.7,45.066,72.808,4.415,3.078,2.116,122.201,sand
1176.8,46.379,73.069,4.602,3.178,2.11,122.421,sand
1176.9,47.706,73.466,4.834,3.304,2.106,122.571,sand
1177,49.055,73.643,5.116,3.46,2.102,122.678,sand
1177.1,50.408,73.266,5.45,3.645,2.099,122.863,sand
1177.2,51.733,72.22,5.823,3.849,2.095,123.204,sand
1177.3,52.997,70.724,6.202,4.054,2.089,123.661,sand
1177.4,54.182,69.306,6.536,4.228,2.082,124.208,sand
1177.5,55.295,68.54,6.779,4.347,2.076,124.893,sand
1177.6,56.358,68.644,6.913,4.402,2.07,125.655,sand
1177.7,57.394,69.339,6.965,4.412,2.067,126.308,sand
1177.8,58.406,70.139,6.998,4.41,2.066,126.691,sand
1177.9,59.388,70.627,7.084,4.44,2.066,126.741,sand
1178,60.326,70.702,7.283,4.536,2.067,126.473,sand
1178.1,61.211,70.453,7.632,4.718,2.066,125.98,sand
1178.2,62.042,70.018,8.137,4.993,2.065,125.467,sand
1178.3,62.824,69.516,8.771,5.347,2.062,125.213,sand
1178.4,63.558,68.997,9.469,5.745,2.059,125.406,sand
1178.5,64.239,68.369,10.133,6.132,2.057,125.997,sand
1178.6,64.863,67.559,10.662,6.448,2.054,126.848,sand
1178.7,65.431,66.687,11.003,6.658,2.051,127.966,sand
1178.8,65.954,66.006,11.152,6.752,2.048,129.468,sand
1178.9,66.446,65.703,11.128,6.739,2.045,131.357,sand
1179,66.922,65.772,10.949,6.629,2.043,133.369,sand
1179.1,67.382,66.026,10.634,6.437,2.043,135.062,sand
1179.2,67.822,66.263,10.219,6.19,2.043,136.116,sand
1179.3,68.24,66.45,9.759,5.919,2.044,136.438,sand
1179.4,68.641,66.685,9.317,5.662,2.044,136.025,sand
1179.5,69.034,67.112,8.957,5.455,2.043,134.855,sand
1179.6,69.429,67.817,8.728,5.324,2.042,132.953,sand
1179.7,69.821,68.617,8.654,5.284,2.04,130.612,sand
1179.8,70.197,69.086,8.74,5.338,2.039,128.441,sand
1179.9,70.537,68.899,8.969,5.479,2.039,127.051,sand
1180,70.828,67.985,9.308,5.687,2.038,126.736,sand
1180.1,71.071,66.601,9.701,5.931,2.038,127.464,sand
1180.2,71.272,65.296,10.081,6.172,2.037,129.034,sand
1180.3,71.442,64.435,10.381,6.37,2.035,131.089,sand
1180.4,71.585,64.072,10.556,6.497,2.033,133.074,sand
