depth(m),SP,GR,LLD,LLS,DEN,AC,lithology
1650.8,85.663,74.368,2.935,1.984,2.177,108.91,shale
1650.9,85.787,74.147,2.975,2.007,2.18,108.543,shale
1651,85.965,73.565,3.025,2.039,2.181,108.24,shale
1651.1,86.193,72.802,3.065,2.068,2.179,108.239,shale
1651.2,86.431,72.19,3.08,2.083,2.174,108.613,shale
1651.3,86.62,72.058,3.063,2.078,2.168,109.12,shale
1651.4,86.712,72.474,3.019,2.055,2.161,109.421,shale
1651.5,86.695,73.201,2.966,2.025,2.155,109.39,shale
1651.6,86.593,73.873,2.919,1.998,2.149,109.039,shale
1651.7,86.447,74.266,2.893,1.984,2.147,108.346,shale
1651.8,86.294,74.338,2.893,1.986,2.147,107.313,shale
1651.9,86.163,74.196,2.918,2.003,2.147,106.179,shale
1652,86.077,74.005,2.961,2.032,2.147,105.295,shale
1652.1,86.047,73.903,3.011,2.066,2.145,104.929,shale
1652.2,86.078,73.839,3.055,2.096,2.143,105.292,shale
1652.3,86.171,73.639,3.081,2.116,2.139,106.402,shale
1652.4,86.313,73.266,3.084,2.122,2.135,107.965,shale
1652.5,86.471,72.946,3.065,2.114,2.132,109.584,shale
1652.6,86.606,72.946,3.033,2.097,2.131,111.036,shale
1652.7,86.67,73.442,2.998,2.076,2.131,112.254,shale
1652.8,86.637,74.289,2.97,2.059,2.133,113.133,shale
1652.9,86.516,75.274,2.956,2.049,2.136,113.44,shale
1653,86.339,76.251,2.956,2.048,2.14,113.088,shale
1653.1,86.164,77.132,2.968,2.055,2.144,112.137,shale
1653.2,86.049,77.809,2.987,2.068,2.149,110.755,shale
1653.3,86.029,78.183,3.01,2.083,2.153,109.249,shale
1653.4,86.1,78.155,3.029,2.098,2.157,108.016,shale
1653.5,86.223,77.704,3.039,2.107,2.16,107.403,shale
1653.6,86.352,76.956,3.033,2.106,2.162,107.364,shale
1653.7,86.458,76.274,3.009,2.095,2.163,107.574,shale
1653.8,86.525,75.96,2.973,2.076,2.164,107.788,shale
1653.9,86.547,76.092,2.94,2.056,2.163,108.016,shale
1654,86.526,76.457,2.928,2.048,2.161,108.189,shale
1654.1,86.477,76.774,2.956,2.062,2.157,108.129,shale
1654.2,86.424,76.985,3.038,2.106,2.151,107.747,shale
1654.3,86.403,77.227,3.174,2.182,2.14,107.012,shale
1654.4,86.455,77.545,3.349,2.28,2.129,105.962,shale
1654.5,86.614,77.808,3.522,2.38,2.118,104.709,shale
1654.6,86.889,77.789,3.635,2.45,2.113,103.396,shale
1654.7,87.257,77.262,3.643,2.464,2.113,102.349,shale
1654.8,87.669,76.142,3.549,2.419,2.119,102.252,shale
1654.9,88.071,74.615,3.399,2.337,2.128,103.671,shale
1655,88.418,73.02,3.251,2.249,2.136,106.52,shale
1655.1,88.684,71.664,3.142,2.177,2.141,109.806,shale
1655.2,88.87,70.719,3.085,2.131,2.144,112.283,shale
1655.3,88.988,70.173,3.07,2.11,2.143,113.5,shale
1655.4,89.055,69.912,3.077,2.104,2.142,113.917,shale
1655.5,89.086,69.786,3.076,2.097,2.141,114.09,shale
1655.6,89.104,69.659,3.043,2.076,2.139,113.976,shale
1655.7,89.134,69.459,2.972,2.034,2.137,113.405,shale
1655.8,89.194,69.235,2.872,1.975,2.135,112.495,shale
1655.9,89.292,69.189,2.765,1.911,2.133,111.57,shale
1656,89.425,69.464,2.675,1.855,2.133,110.945,shale
1656.1,89.582,70.125,2.621,1.82,2.133,110.729,shale
1656.2,89.737,71.178,2.613,1.812,2.135,110.828,shale
1656.3,89.859,72.467,2.656,1.833,2.14,111.002,shale
1656.4,89.92,73.715,2.749,1.883,2.146,110.961,shale
1656.5,89.913,74.622,2.881,1.956,2.152,110.509,shale
1656.6,89.85,74.973,3.029,2.039,2.156,109.745,shale
1656.7,89.764,74.698,3.167,2.118,2.156,109.047,shale
1656.8,89.705,73.887,3.264,2.176,2.152,108.791,shale
1656.9,89.722,72.742,3.308,2.206,2.145,109.122,shale
1657,89.836,71.426,3.304,2.207,2.135,109.921,shale
1657.1,90.024,70.078,3.269,2.186,2.126,110.978,shale
1657.2,90.236,68.853,3.222,2.154,2.12,112.101,shale
1657.3,90.428,67.829,3.174,2.118,2.117,113.095,shale
1657.4,90.571,67.067,3.128,2.08,2.117,113.675,shale
1657.5,90.656,66.661,3.084,2.045,2.119,113.57,shale
1657.6,90.683,66.677,3.043,2.012,2.121,112.779,shale
1657.7,90.668,67.041,3.006,1.985,2.124,111.585,shale
1657.8,90.627,67.571,2.974,1.964,2.125,110.396,shale
1657.9,90.573,68.055,2.947,1.948,2.124,109.481,shale
1658,90.512,68.384,2.921,1.935,2.121,109.031,shale
1658.1,90.447,68.628,2.891,1.92,2.117,109.18,shale
1658.2,90.38,68.896,2.853,1.9,2.112,109.824,shale
1658.3,90.315,69.258,2.81,1.875,2.11,110.691,shale
1658.4,90.253,69.676,2.765,1.849,2.112,111.44,shale
1658.5,90.199,70.09,2.726,1.825,2.119,111.86,shale
1658.6,90.16,70.453,2.7,1.807,2.13,111.874,shale
1658.7,90.136,70.659,2.688,1.797,2.144,111.459,shale
1658.8,90.118,70.578,2.694,1.797,2.159,110.664,shale
1658.9,90.08,70.105,2.718,1.809,2.175,109.585,shale
1659,90.015,69.252,2.76,1.832,2.191,108.408,shale
1659.1,89.949,68.201,2.82,1.869,2.207,107.228,shale
1659.2,89.927,67.215,2.898,1.917,2.221,106.054,shale
1659.3,89.995,66.549,2.992,1.975,2.234,104.891,shale
1659.4,90.166,66.256,3.095,2.038,2.244,103.702,shale
1659.5,90.414,66.186,3.197,2.099,2.25,102.538,shale
1659.6,90.678,66.155,3.289,2.155,2.254,101.508,shale
1659.7,90.892,66.083,3.368,2.202,2.255,100.643,shale
1659.8,91.002,66.036,3.436,2.244,2.254,99.88,shale
1659.9,90.987,66.163,3.498,2.282,2.251,99.173,shale
1660,90.864,66.557,3.561,2.322,2.246,98.704,shale
1660.1,90.667,67.095,3.628,2.364,2.24,98.757,shale
1660.2,90.431,67.457,3.696,2.408,2.233,99.429,shale
1660.3,90.203,67.424,3.758,2.448,2.224,100.558,shale
1660.4,90.033,67,3.806,2.479,2.215,101.931,shale
1660.5,89.96,66.346,3.837,2.497,2.204,103.437,shale
1660.6,89.993,65.645,3.854,2.503,2.193,104.944,shale
1660.7,90.098,65.004,3.859,2.497,2.183,106.295,shale
1660.8,90.216,64.43,3.848,2.479,2.176,107.377,shale
1660.9,90.291,63.956,3.807,2.442,2.173,108.092,shale
1661,90.293,63.691,3.718,2.378,2.174,108.34,shale
1661.1,90.217,63.778,3.571,2.286,2.18,108.126,shale
1661.2,90.084,64.414,3.377,2.17,2.187,107.602,shale
1661.3,89.926,65.742,3.162,2.046,2.193,106.892,shale
1661.4,89.785,67.694,2.958,1.928,2.195,106.064,shale
1661.5,89.705,69.953,2.788,1.831,2.192,105.213,shale
1661.6,89.723,72.091,2.668,1.761,2.185,104.532,shale
1661.7,89.856,73.691,2.605,1.724,2.175,104.177,shale
1661.8,90.091,74.441,2.599,1.719,2.164,104.151,shale
1661.9,90.39,74.232,2.648,1.746,2.153,104.488,shale
1662,90.703,73.241,2.746,1.801,2.145,105.164,shale
1662.1,90.988,71.834,2.883,1.877,2.141,105.94,shale
1662.2,91.221,70.432,3.042,1.965,2.139,106.467,shale
1662.3,91.392,69.369,3.197,2.051,2.139,106.617,shale
1662.4,91.501,68.846,3.316,2.116,2.139,106.523,shale
1662.5,91.545,68.772,3.371,2.147,2.139,106.333,shale
1662.6,91.527,68.901,3.348,2.137,2.139,106.13,shale
1662.7,91.474,68.973,3.253,2.088,2.138,106.027,shale
1662.8,91.424,68.83,3.108,2.012,2.136,106.262,shale
1662.9,91.402,68.549,2.944,1.924,2.135,106.909,shale
1663,91.41,68.353,2.789,1.84,2.134,107.763,shale
1663.1,91.444,68.447,2.663,1.77,2.134,108.581,shale
1663.2,91.484,68.994,2.575,1.722,2.137,109.134,shale
1663.3,91.513,69.898,2.532,1.698,2.141,109.244,shale
1663.4,91.519,70.922,2.535,1.7,2.148,108.907,shale
1663.5,91.487,71.841,2.582,1.727,2.156,108.314,shale
1663.6,91.397,72.618,2.667,1.775,2.164,107.699,shale
1663.7,91.236,73.261,2.781,1.84,2.17,107.164,shale
1663.8,91.014,73.708,2.912,1.915,2.176,106.668,shale
1663.9,90.769,73.852,3.052,1.997,2.18,106.223,shale
1664,90.569,73.525,3.196,2.082,2.185,105.882,shale
1664.1,90.471,72.616,3.341,2.17,2.19,105.611,shale
1664.2,90.49,71.24,3.478,2.257,2.196,105.271,shale
1664.3,90.591,69.624,3.589,2.332,2.203,104.722,shale
1664.4,90.717,68.108,3.651,2.383,2.211,103.966,shale
1664.5,90.815,67.038,3.648,2.397,2.217,103.124,shale
1664.6,90.864,66.549,3.585,2.377,2.221,102.419,shale
1664.7,90.873,66.612,3.496,2.336,2.22,102.096,shale
1664.8,90.874,67.198,3.422,2.298,2.216,102.338,shale
1664.9,90.894,68.253,3.394,2.282,2.211,103.162,shale
1665,90.944,69.608,3.429,2.3,2.206,104.313,shale
1665.1,91.019,70.997,3.525,2.351,2.202,105.282,shale
1665.2,91.105,72.07,3.652,2.422,2.198,105.485,shale
1665.3,91.194,72.535,3.759,2.483,2.196,104.704,shale
1665.4,91.277,72.401,3.784,2.499,2.195,103.3,shale
1665.5,91.342,71.997,3.692,2.449,2.195,101.95,shale
1665.6,91.368,71.742,3.503,2.34,2.197,101.238,shale
1665.7,91.34,71.92,3.276,2.207,2.2,101.281,shale
1665.8,91.26,72.587,3.067,2.082,2.204,101.735,shale
1665.9,91.145,73.525,2.914,1.989,2.208,102.146,shale
1666,91.016,74.343,2.828,1.936,2.213,102.266,shale
1666.1,90.901,74.833,2.81,1.922,2.216,102.09,shale
1666.2,90.819,75.031,2.853,1.946,2.218,101.71,shale
1666.3,90.782,75.193,2.95,2.002,2.219,101.262,shale
1666.4,90.789,75.595,3.091,2.086,2.22,100.924,shale
1666.5,90.831,76.313,3.266,2.192,2.222,100.864,shale
1666.6,90.891,77.213,3.465,2.312,2.224,101.116,shale
1666.7,90.949,78.005,3.664,2.432,2.227,101.491,shale
1666.8,90.986,78.313,3.83,2.533,2.23,101.762,shale
1666.9,90.971,77.838,3.923,2.591,2.232,101.857,shale
1667,90.879,76.55,3.914,2.588,2.233,101.854,shale
1667.1,90.703,74.897,3.811,2.529,2.233,101.85,shale
1667.2,90.463,73.529,3.658,2.437,2.232,101.898,shale
1667.3,90.21,72.983,3.511,2.345,2.231,102.005,shale
1667.4,90.007,73.528,3.413,2.278,2.231,102.032,shale
1667.5,89.895,74.996,3.387,2.252,2.231,101.782,shale
1667.6,89.877,76.764,3.435,2.268,2.233,101.324,shale
1667.7,89.918,78.036,3.545,2.321,2.236,100.994,shale
1667.8,89.973,78.275,3.687,2.395,2.241,100.942,shale
1667.9,90.013,77.45,3.82,2.47,2.248,100.953,shale
1668,90.036,75.988,3.907,2.526,2.254,100.781,shale
1668.1,90.053,74.509,3.933,2.552,2.259,100.434,shale
1668.2,90.073,73.507,3.909,2.55,2.261,100.054,shale
1668.3,90.098,73.186,3.857,2.529,2.26,99.606,shale
1668.4,90.125,73.503,3.8,2.501,2.254,98.96,shale
1668.5,90.158,74.198,3.752,2.477,2.247,98.257,shale
1668.6,90.213,74.998,3.717,2.46,2.238,97.85,shale
1668.7,90.302,75.771,3.692,2.449,2.228,97.92,shale
1668.8,90.417,76.472,3.668,2.44,2.218,98.371,shale
1668.9,90.53,77.029,3.635,2.427,2.21,99.064,shale
1669,90.611,77.369,3.587,2.407,2.202,99.918,shale
1669.1,90.628,77.46,3.525,2.378,2.194,100.873,shale
1669.2,90.58,77.406,3.454,2.345,2.188,101.894,shale
1669.3,90.481,77.431,3.386,2.313,2.183,102.944,shale
1669.4,90.345,77.719,3.335,2.292,2.18,103.927,shale
1669.5,90.187,78.341,3.312,2.286,2.18,104.627,shale
1669.6,90.024,79.237,3.321,2.298,2.183,104.887,shale
1669.7,89.875,80.209,3.361,2.329,2.188,104.751,shale
1669.8,89.762,81.088,3.422,2.373,2.194,104.343,shale
1669.9,89.693,81.857,3.485,2.419,2.199,103.772,shale
1670,89.674,82.543,3.531,2.455,2.202,103.163,shale
1670.1,89.704,83.119,3.546,2.47,2.203,102.728,shale
1670.2,89.776,83.466,3.526,2.461,2.202,102.654,shale
1670.3,89.87,83.496,3.484,2.435,2.2,102.87,shale
1670.4,89.95,83.196,3.44,2.405,2.198,103.087,shale
1670.5,89.98,82.62,3.415,2.386,2.195,103.123,shale
1670.6,89.94,81.706,3.426,2.39,2.191,103.142,shale
1670.7,89.832,80.287,3.486,2.426,2.186,103.44,shale
1670.8,89.695,78.316,3.596,2.494,2.181,104.079,shale
1670.9,89.592,75.947,3.747,2.587,2.176,104.813,shale
1671,89.589,73.54,3.915,2.688,2.172,105.324,shale
1671.1,89.703,71.544,4.066,2.775,2.17,105.503,shale
1671.2,89.901,70.264,4.164,2.826,2.169,105.438,shale
1671.3,90.129,69.715,4.191,2.829,2.171,105.177,shale
1671.4,90.338,69.605,4.15,2.788,2.172,104.721,shale
1671.5,90.497,69.414,4.061,2.714,2.174,104.117,shale
1671.6,90.6,68.817,3.935,2.617,2.175,103.522,shale
1671.7,90.662,67.955,3.781,2.504,2.175,103.123,shale
1671.8,90.704,67.2,3.603,2.379,2.175,102.955,shale
1671.9,90.74,66.887,3.409,2.252,2.174,102.955,shale
1672,90.77,67.186,3.216,2.132,2.175,103.023,shale
1672.1,90.793,67.965,3.048,2.031,2.176,103.101,shale
1672.2,90.798,68.93,2.922,1.959,2.178,103.223,shale
1672.3,90.768,69.805,2.852,1.92,2.18,103.421,shale
1672.4,90.688,70.395,2.84,1.916,2.181,103.611,shale
1672.5,90.567,70.651,2.881,1.942,2.181,103.686,shale
1672.6,90.44,70.748,2.958,1.991,2.179,103.658,shale
1672.7,90.349,70.871,3.052,2.051,2.178,103.598,shale
1672.8,90.305,71.067,3.14,2.11,2.176,103.529,shale
1672.9,90.276,71.32,3.209,2.159,2.176,103.455,shale
1673,90.221,71.562,3.264,2.198,2.179,103.404,shale
1673.1,90.106,71.682,3.319,2.235,2.183,103.437,shale
1673.2,89.923,71.686,3.39,2.278,2.19,103.486,shale
1673.3,89.704,71.62,3.481,2.328,2.198,103.344,shale
1673.4,89.505,71.628,3.574,2.377,2.205,102.938,shale
1673.5,89.377,71.865,3.631,2.406,2.21,102.297,shale
1673.6,89.34,72.373,3.604,2.389,2.212,101.483,shale
1673.7,89.372,72.975,3.476,2.316,2.212,100.609,shale
1673.8,89.43,73.477,3.276,2.202,2.21,99.923,shale
1673.9,89.475,73.755,3.063,2.078,2.209,99.585,shale
1674,89.493,73.873,2.892,1.976,2.21,99.201,shale
1674.1,89.485,74.057,2.8,1.918,2.214,97.897,shale
1674.2,89.465,74.534,2.802,1.916,2.224,95.025,shale
1674.3,89.453,75.257,2.904,1.972,2.238,90.8,shale
1674.4,89.451,75.923,3.105,2.086,2.257,86.144,shale
1674.5,89.449,76.046,3.383,2.246,2.274,82.126,shale
1674.6,89.426,75.276,3.696,2.428,2.288,79.494,shale
1674.7,89.376,73.718,3.969,2.591,2.294,78.815,shale
1674.8,89.316,71.875,4.13,2.692,2.301,80.447,shale
1674.9,89.278,70.323,4.154,2.716,2.299,84.024,shale
1675,89.281,69.478,4.08,2.68,2.29,88.417,shale
1675.1,89.312,69.488,3.966,2.617,2.275,92.265,shale
1675.2,89.337,70.196,3.859,2.555,2.259,94.828,shale
1675.3,89.328,71.165,3.774,2.504,2.243,96.291,shale
1675.4,89.273,71.921,3.707,2.464,2.233,97.342,shale
1675.5,89.181,72.243,3.647,2.431,2.226,98.417,shale
1675.6,89.072,72.247,3.587,2.399,2.221,99.489,shale
1675.7,88.967,72.273,3.531,2.37,2.217,100.427,shale
1675.8,88.878,72.555,3.492,2.348,2.213,101.186,shale
1675.9,88.803,73.157,3.485,2.342,2.207,101.809,shale
1676,88.743,73.996,3.517,2.355,2.2,102.302,shale
1676.1,88.711,74.802,3.582,2.387,2.193,102.65,shale
1676.2,88.727,75.192,3.661,2.429,2.186,102.943,shale
1676.3,88.79,74.952,3.722,2.465,2.181,103.31,shale
1676.4,88.874,74.066,3.737,2.477,2.179,103.846,shale
1676.5,88.932,72.743,3.692,2.456,2.178,104.434,shale
1676.6,88.927,71.305,3.599,2.404,2.178,104.732,shale
1676.7,88.858,70.069,3.484,2.334,2.179,104.568,shale
1676.8,88.762,69.232,3.371,2.263,2.179,104.074,shale
1676.9,88.699,68.915,3.278,2.202,2.18,103.549,shale
1677,88.724,69.147,3.214,2.158,2.18,103.163,shale
1677.1,88.851,69.78,3.182,2.135,2.179,102.831,shale
1677.2,89.046,70.569,3.185,2.135,2.177,102.463,shale
1677.3,89.254,71.308,3.224,2.158,2.172,102.208,shale
1677.4,89.423,71.751,3.3,2.207,2.164,102.337,shale
1677.5,89.519,71.727,3.413,2.278,2.153,102.92,shale
1677.6,89.535,71.214,3.553,2.366,2.142,103.878,shale
1677.7,89.492,70.242,3.699,2.459,2.131,105.138,shale
1677.8,89.419,68.971,3.822,2.538,2.122,106.596,shale
1677.9,89.351,67.704,3.887,2.582,2.116,108.055,shale
1678,89.321,66.661,3.864,2.57,2.113,109.244,shale
1678.1,89.349,65.932,3.739,2.494,2.114,109.962,shale
1678.2,89.431,65.58,3.522,2.359,2.117,110.208,shale
1678.3,89.54,65.685,3.251,2.19,2.123,110.132,shale
1678.4,89.637,66.328,2.973,2.015,2.132,109.914,shale
1678.5,89.69,67.592,2.729,1.862,2.143,109.651,shale
1678.6,89.691,69.447,2.547,1.747,2.154,109.28,shale
1678.7,89.653,71.622,2.438,1.677,2.164,108.631,shale
1678.8,89.601,73.643,2.404,1.652,2.173,107.673,shale
1678.9,89.557,75.006,2.438,1.67,2.181,106.613,shale
1679,89.536,75.386,2.531,1.726,2.188,105.619,shale
1679.1,89.532,74.875,2.668,1.811,2.194,104.664,shale
1679.2,89.533,73.875,2.828,1.914,2.201,103.702,shale
1679.3,89.527,72.859,2.99,2.022,2.207,102.765,shale
1679.4,89.513,72.207,3.143,2.125,2.21,102.007,shale
1679.5,89.495,72.03,3.289,2.221,2.209,101.608,shale
1679.6,89.485,72.108,3.436,2.312,2.203,101.59,shale
1679.7,89.488,72.037,3.58,2.398,2.195,101.917,shale
1679.8,89.503,71.537,3.697,2.467,2.185,102.567,shale
1679.9,89.517,70.661,3.746,2.497,2.178,103.448,shale
1680,89.519,69.718,3.693,2.467,2.175,104.322,shale
1680.1,89.503,69.088,3.544,2.38,2.175,104.928,shale
1680.2,89.488,69.088,3.349,2.264,2.177,105.115,shale
1680.3,89.505,69.839,3.173,2.156,2.18,104.875,shale
1680.4,89.574,71.159,3.065,2.087,2.182,104.41,shale
1680.5,89.699,72.628,3.049,2.073,2.183,103.937,shale
1680.6,89.86,73.813,3.13,2.117,2.183,103.581,shale
1680.7,90.032,74.419,3.3,2.216,2.181,103.417,shale
1680.8,90.184,74.374,3.523,2.35,2.179,103.433,shale
1680.9,90.294,73.825,3.73,2.481,2.176,103.581,shale
1681,90.356,73.033,3.832,2.557,2.174,103.797,shale
1681.1,90.366,72.351,3.775,2.539,2.173,104.002,shale
1681.2,90.319,72.08,3.58,2.434,2.173,104.091,shale
1681.3,90.211,72.273,3.322,2.282,2.172,103.996,shale
1681.4,90.056,72.737,3.076,2.13,2.169,103.73,shale
1681.5,89.888,73.183,2.884,2.005,2.164,103.369,shale
1681.6,89.743,73.477,2.762,1.922,2.158,103.149,shale
1681.7,89.641,73.707,2.715,1.884,2.151,103.185,shale
1681.8,89.578,74.001,2.742,1.892,2.147,103.26,shale
1681.9,89.531,74.278,2.84,1.946,2.147,103.137,shale
1682,89.48,74.169,3.008,2.045,2.149,102.867,shale
1682.1,89.412,73.221,3.236,2.185,2.154,102.816,shale
1682.2,89.342,71.194,3.506,2.354,2.159,103.122,shale
1682.3,89.3,68.263,3.78,2.53,2.164,103.551,shale
1682.4,89.309,65.031,4.009,2.683,2.169,103.931,shale
1682.5,89.37,62.194,4.148,2.783,2.175,104.346,shale
1682.6,89.459,60.265,4.175,2.812,2.183,104.852,shale
1682.7,89.542,59.332,4.096,2.767,2.194,105.185,shale
1682.8,89.591,59.194,3.934,2.662,2.208,104.996,shale
1682.9,89.591,59.597,3.719,2.522,2.225,104.08,shale
1683,89.555,60.404,3.483,2.369,2.246,102.391,shale
1683.1,89.511,61.481,3.259,2.227,2.268,99.916,shale
1683.2,89.492,62.597,3.071,2.111,2.289,96.856,shale
1683.3,89.511,63.585,2.938,2.028,2.303,93.719,shale
1683.4,89.557,64.505,2.866,1.982,2.307,91.038,shale
1683.5,89.606,65.526,2.854,1.97,2.302,89.15,shale
1683.6,89.628,66.882,2.896,1.989,2.288,88.315,shale
1683.7,89.603,68.742,2.981,2.036,2.27,88.764,shale
1683.8,89.543,71.106,3.1,2.106,2.25,90.395,shale
1683.9,89.482,73.709,3.246,2.196,2.231,92.764,shale
1684,89.462,76.057,3.41,2.301,2.215,95.235,shale
1684.1,89.51,77.683,3.581,2.412,2.203,97.299,shale
1684.2,89.618,78.478,3.743,2.519,2.196,98.712,shale
1684.3,89.752,78.787,3.881,2.61,2.193,99.528,shale
1684.4,89.862,79.163,3.987,2.683,2.193,99.992,shale
1684.5,89.904,79.928,4.067,2.74,2.196,100.172,shale
1684.6,89.844,80.977,4.135,2.788,2.2,100.079,shale
1684.7,89.683,81.962,4.194,2.825,2.201,99.703,shale
1684.8,89.462,82.562,4.227,2.844,2.199,99.021,shale
1684.9,89.235,82.545,4.209,2.83,2.195,98.095,shale
1685,89.062,81.951,4.12,2.775,2.189,97.178,shale
1685.1,88.988,81.002,3.971,2.689,2.181,96.833,shale
1685.2,89.032,79.848,3.802,2.592,2.173,97.475,shale
1685.3,89.174,78.459,3.657,2.51,2.166,98.915,shale
1685.4,89.365,76.801,3.566,2.459,2.16,100.547,shale
1685.5,89.546,74.962,3.535,2.442,2.156,101.983,shale
1685.6,89.677,73.2,3.55,2.454,2.154,103.222,shale
1685.7,89.743,71.842,3.583,2.478,2.154,104.244,shale
1685.8,89.75,70.985,3.597,2.494,2.154,104.895,shale
1685.9,89.716,70.414,3.57,2.484,2.154,105.146,shale
1686,89.667,69.981,3.499,2.446,2.152,105.253,shale
1686.1,89.631,69.647,3.402,2.389,2.148,105.463,shale
1686.2,89.636,69.44,3.303,2.327,2.143,105.775,shale
1686.3,89.698,69.421,3.222,2.272,2.138,106.128,shale
1686.4,89.815,69.561,3.165,2.231,2.133,106.649,shale
1686.5,89.949,69.747,3.131,2.203,2.128,107.469,shale
1686.6,90.059,69.843,3.11,2.184,2.124,108.453,shale
1686.7,90.106,69.847,3.093,2.17,2.12,109.259,shale
1686.8,90.078,69.91,3.069,2.153,2.117,109.642,shale
1686.9,89.99,70.184,3.033,2.13,2.114,109.667,shale
1687,89.862,70.656,2.986,2.102,2.113,109.577,shale
1687.1,89.717,71.083,2.937,2.075,2.113,109.532,shale
1687.2,89.579,71.143,2.898,2.053,2.114,109.518,shale
1687.3,89.469,70.689,2.88,2.043,2.116,109.489,shale
1687.4,89.401,69.866,2.89,2.049,2.117,109.447,shale
1687.5,89.38,69.033,2.932,2.073,2.119,109.36,shale
1687.6,89.399,68.538,3,2.111,2.121,109.218,shale
1687.7,89.434,68.586,3.084,2.158,2.123,109.11,shale
1687.8,89.445,69.099,3.165,2.205,2.125,109.101,shale
1687.9,89.4,69.814,3.225,2.243,2.127,109.158,shale
1688,89.285,70.455,3.251,2.262,2.128,109.179,shale
1688.1,89.103,70.809,3.239,2.26,2.128,109.125,shale
1688.2,88.874,70.781,3.194,2.235,2.127,109.088,shale
1688.3,88.626,70.467,3.126,2.195,2.126,109.117,shale
1688.4,88.4,70.025,3.049,2.145,2.124,109.191,shale
1688.5,88.24,69.558,2.972,2.095,2.123,109.227,shale
1688.6,88.176,69.218,2.903,2.049,2.123,109.147,shale
1688.7,88.209,69.062,2.848,2.012,2.123,108.956,shale
1688.8,88.311,68.941,2.812,1.988,2.125,108.804,shale
1688.9,88.443,68.664,2.797,1.978,2.126,108.901,shale
1689,88.573,68.135,2.807,1.984,2.129,109.197,shale
1689.1,88.685,67.395,2.842,2.008,2.131,109.389,shale
1689.2,88.775,66.569,2.902,2.048,2.133,109.202,shale
1689.3,88.851,65.704,2.983,2.101,2.135,108.752,shale
1689.4,88.913,64.788,3.073,2.158,2.134,108.415,shale
1689.5,88.964,63.873,3.158,2.211,2.131,108.379,shale
1689.6,89.005,63.072,3.22,2.247,2.127,108.581,shale
1689.7,89.039,62.414,3.251,2.264,2.122,109.019,shale
1689.8,89.07,61.862,3.257,2.264,2.119,109.749,shale
1689.9,89.098,61.421,3.253,2.258,2.117,110.56,shale
1690,89.11,61.101,3.258,2.258,2.119,110.997,shale
1690.1,89.087,60.89,3.29,2.273,2.124,110.723,shale
1690.2,89.011,60.827,3.359,2.309,2.13,109.844,shale
1690.3,88.88,60.996,3.46,2.363,2.136,108.747,shale
1690.4,88.706,61.414,3.575,2.422,2.141,107.75,shale
1690.5,88.505,61.951,3.672,2.467,2.144,106.848,shale
1690.6,88.292,62.412,3.709,2.474,2.145,105.976,shale
1690.7,88.075,62.679,3.66,2.427,2.145,105.264,shale
1690.8,87.88,62.751,3.531,2.334,2.143,105.183,shale
1690.9,87.736,62.7,3.36,2.219,2.139,106.174,shale
1691,87.657,62.635,3.194,2.109,2.134,107.847,shale
1691.1,87.637,62.599,3.067,2.026,2.128,109.208,shale
1691.2,87.653,62.603,2.995,1.978,2.123,109.554,shale
1691.3,87.669,62.633,2.98,1.964,2.121,109.141,shale
1691.4,87.651,62.694,3.01,1.979,2.12,108.404,shale
1691.5,87.579,62.779,3.066,2.009,2.122,107.339,shale
1691.6,87.451,62.898,3.123,2.039,2.127,105.979,shale
1691.7,87.281,62.983,3.16,2.058,2.135,104.894,shale
1691.8,87.092,62.929,3.166,2.057,2.143,104.88,shale
1691.9,86.902,62.7,3.144,2.038,2.151,105.851,shale
1692,86.74,62.361,3.103,2.01,2.158,106.924,shale
1692.1,86.646,61.964,3.06,1.98,2.163,107.365,shale
1692.2,86.645,61.615,3.023,1.957,2.168,107.274,shale
1692.3,86.722,61.42,2.999,1.943,2.173,107.071,shale
1692.4,86.833,61.474,2.985,1.936,2.177,106.844,shale
1692.5,86.923,61.789,2.975,1.935,2.179,106.598,shale
1692.6,86.961,62.339,2.965,1.935,2.18,106.37,shale
1692.7,86.949,63.061,2.951,1.933,2.179,106.179,shale
1692.8,86.906,63.823,2.932,1.93,2.177,105.984,shale
1692.9,86.856,64.471,2.913,1.924,2.176,105.79,shale
1693,86.813,64.854,2.891,1.915,2.177,105.682,shale
1693.1,86.766,64.924,2.859,1.898,2.182,105.724,shale
1693.2,86.689,64.886,2.804,1.865,2.189,105.807,shale
1693.3,86.564,65.053,2.708,1.808,2.199,105.708,shale
1693.4,86.391,65.593,2.571,1.726,2.211,105.301,shale
1693.5,86.194,66.441,2.412,1.631,2.223,104.593,shale
1693.6,86.01,67.389,2.265,1.542,2.234,103.723,shale
1693.7,85.877,68.328,2.165,1.481,2.245,102.781,shale
